Rank,University,Country,Article,Citation,Total Document,AIT,CIT,Collaboration,Total
1472,Polytechnic Institute of Porto,PORTUGAL,31.41,52.53,23.42,35.21,44.68,40.29,227.53
1473,Shimane University,JAPAN,37.44,52.13,24.51,32.13,44.73,36.52,227.46
1474,Lobachevsky State University of Nizhni Novgorod,RUSSIA,34.81,50.54,25.79,35.11,44.29,36.92,227.46
1475,Pontificia Universidade Catolica do Parana,BRAZIL,32.65,52.09,25.05,35.19,44.39,38.07,227.43
1476,University of Karachi,PAKISTAN,35.68,51.38,24.4,38.19,43.32,34.39,227.36
1477,Alagappa University,INDIA,35.48,51.4,19.79,32.31,46.2,41.94,227.12
1478,Creighton University,USA,29.31,53.73,25.76,31.38,45.96,40.8,226.94
1479,Agricultural University Krakow,POLAND,41.31,51.9,24.16,31.12,42.89,35.48,226.87
1480,Hawassa University,ETHIOPIA,26.07,52.8,16.99,29.84,47.81,53.17,226.68
1481,Glasgow Caledonian University,SCOTLAND,27.51,53.75,22.03,34.75,46.37,42.25,226.66
1482,Zunyi Medical University,CHINA MAINLAND,39.32,52.58,23.02,25.11,47.04,39.53,226.59
1483,University of Pavol Jozef Safarik Kosice,SLOVAKIA,31.11,51.55,23.19,37.95,44.15,38.52,226.47
1484,Hamamatsu University School of Medicine,JAPAN,35.43,50.97,23.89,32.1,45.32,38.36,226.08
1485,Sahand University of Technology,IRAN,34.39,52.67,20.86,26.5,48.4,43.14,225.98
1486,Bond University,AUSTRALIA,25.75,56.82,21.24,33.33,45.71,42.83,225.67
1487,Universidade Federal Rural de Pernambuco (UFRPE),BRAZIL,42.68,49.14,25.75,33.37,41.77,32.74,225.46
1488,University of Urbino,ITALY,29.14,53.05,21.55,33.98,45.67,41.83,225.22
1489,Arts et Metiers Institute of Technology,FRANCE,25.43,52.77,22.0,36.6,47.09,41.15,225.04
1490,Liaoning University,CHINA MAINLAND,36.32,52.38,20.36,26.8,47.14,41.92,224.91
1491,University of Neuchatel,SWITZERLAND,31.85,51.89,21.42,37.15,43.89,38.58,224.77
1492,Zhongnan University of Economics & Law,CHINA MAINLAND,39.11,49.21,20.51,29.38,45.69,40.77,224.67
1493,Avignon Universite,FRANCE,30.66,52.67,20.94,35.14,45.0,40.26,224.66
1494,University of Malawi,MALAWI,32.79,48.9,21.29,41.48,43.11,36.95,224.5
1495,Kaunas University of Technology,LITHUANIA,36.48,49.34,22.91,36.2,43.17,36.34,224.44
1496,Shanghai Institute of Technology,CHINA MAINLAND,40.76,51.73,21.92,23.88,46.45,39.69,224.43
1497,Shahid Chamran University of Ahvaz,IRAN,37.25,51.4,22.74,29.39,44.94,38.37,224.08
1498,National Institute of Technology Karnataka,INDIA,34.13,53.39,24.58,26.92,45.8,39.16,223.97
1499,Soongsil University,SOUTH KOREA,42.04,49.3,22.55,28.37,44.49,36.95,223.7
1500,IMT Atlantique,FRANCE,26.68,52.46,22.66,37.42,44.08,40.25,223.55
1501,Shaoxing University,CHINA MAINLAND,40.03,53.1,20.42,24.23,45.41,40.34,223.53
1502,Cracow University of Technology,POLAND,37.92,49.59,24.12,30.49,43.99,37.38,223.49
1503,Ludong University,CHINA MAINLAND,39.49,51.03,21.43,23.66,47.23,40.54,223.38
1504,Kingston University,ENGLAND,28.6,52.19,22.88,35.6,45.02,38.9,223.2
1505,Linyi University,CHINA MAINLAND,37.44,52.33,21.47,27.35,45.18,39.43,223.19
1506,University Osnabruck,GERMANY (FED REP GER),30.36,52.26,22.04,34.57,44.71,39.24,223.18
1507,University Zanjan,IRAN,34.51,51.46,21.4,30.61,45.41,39.69,223.08
1508,Fukuoka University,JAPAN,34.73,51.74,24.35,29.34,45.33,37.59,223.08
1509,University of Namur,BELGIUM,28.26,52.42,19.9,35.95,44.86,41.64,223.04
1510,Jiangxi Agricultural University,CHINA MAINLAND,41.69,50.84,21.08,26.11,44.79,38.46,222.97
1511,Kagawa University,JAPAN,33.51,52.27,23.71,31.01,44.32,38.12,222.93
1512,Kalinga Institute of Industrial Technology (KIIT),INDIA,34.17,52.65,24.2,29.52,43.46,38.9,222.9
1513,University of JJ Strossmayer Osijek,CROATIA,34.77,50.17,25.48,36.32,41.32,34.76,222.82
1514,Qinghai University,CHINA MAINLAND,40.83,50.2,21.91,27.27,44.69,37.89,222.8
1515,Taizhou University,CHINA MAINLAND,40.17,51.79,20.3,24.74,45.21,40.45,222.66
1516,Hebei Normal University,CHINA MAINLAND,39.9,50.5,21.55,27.26,45.07,38.17,222.45
1517,Kansai Medical University,JAPAN,29.89,53.95,20.84,23.15,48.22,46.39,222.44
1518,West Pomeranian University of Technology,POLAND,37.21,50.82,23.46,29.32,43.88,37.5,222.19
1519,Sabanci University,TURKEY,33.73,50.65,21.32,35.4,43.53,37.46,222.08
1520,Universidad de Guanajuato,MEXICO,34.89,49.58,23.8,34.86,43.29,35.64,222.06
1521,Kharazmi University,IRAN,35.15,51.01,22.57,30.76,44.53,38.01,222.03
1522,East China University of Technology,CHINA MAINLAND,42.71,49.79,21.71,25.59,44.28,37.9,221.98
1523,University Diego Portales,CHILE,25.81,51.78,19.17,34.0,46.56,44.64,221.96
1524,Transylvania University of Brasov,ROMANIA,36.04,49.85,23.97,33.26,41.0,37.8,221.91
1525,University of Miyazaki,JAPAN,35.76,50.74,23.36,30.99,44.02,36.98,221.85
1526,International University of Health & Welfare,JAPAN,35.72,52.91,23.17,26.09,45.08,38.68,221.66
1527,Imam Khomeini International University,IRAN,32.51,53.07,21.06,26.5,46.29,42.2,221.62
1528,University of Yazd,IRAN,36.67,50.0,23.46,32.24,43.23,36.0,221.6
1529,Yancheng Institute of Technology,CHINA MAINLAND,35.84,52.16,20.23,23.98,47.16,42.12,221.51
1530,Sunway University,MALAYSIA,35.1,52.03,21.0,37.29,40.88,35.13,221.44
1531,Arba Minch University,ETHIOPIA,23.05,52.95,13.16,24.11,48.01,60.13,221.42
1532,Binzhou Medical University,CHINA MAINLAND,35.88,53.4,21.16,21.98,47.59,41.31,221.32
1533,Agricultural University of Athens,GREECE,33.82,52.04,20.53,32.8,43.23,38.71,221.13
1534,Hyogo College of Medicine,JAPAN,32.32,53.23,23.88,24.46,46.82,40.32,221.03
1535,University of Sofia,BULGARIA,32.74,48.77,26.3,37.8,40.96,34.39,220.96
1536,University of International Business & Economics,CHINA MAINLAND,35.96,48.89,19.8,30.49,45.44,40.33,220.92
1537,San Francisco State University,USA,31.21,51.29,23.14,31.96,44.97,38.19,220.76
1538,Guangdong Ocean University,CHINA MAINLAND,42.56,48.88,21.35,27.29,43.62,36.99,220.68
1539,Wonkwang University,SOUTH KOREA,37.25,50.74,23.1,28.27,44.44,36.88,220.67
1540,Ningxia Medical University,CHINA MAINLAND,36.04,51.8,21.32,25.31,46.42,39.74,220.64
1541,Ontario Tech University,CANADA,17.19,55.0,21.49,34.36,47.83,44.75,220.62
1542,Chongqing Jiaotong University,CHINA MAINLAND,42.89,48.43,21.25,26.09,44.51,37.44,220.61
1543,University of Evora,PORTUGAL,34.26,50.17,22.58,36.9,41.25,35.36,220.52
1544,South Valley University Egypt,EGYPT,39.21,47.74,20.6,37.19,40.53,35.21,220.49
1545,University of Electro-Communications - Japan,JAPAN,31.94,50.03,24.45,34.0,43.42,36.61,220.45
1546,Kookmin University,SOUTH KOREA,36.59,50.8,21.86,27.22,45.17,38.54,220.19
1547,Muhimbili University of Health & Allied Sciences,TANZANIA,22.1,52.13,16.66,33.14,47.28,48.73,220.04
1548,Universidad de Huelva,SPAIN,35.15,49.13,23.32,35.16,42.14,35.09,219.98
1549,Nanjing University of Finance & Economics,CHINA MAINLAND,38.39,49.37,19.45,25.81,45.85,41.1,219.98
1550,Southern Federal University,RUSSIA,35.27,48.91,27.31,36.47,40.12,31.77,219.86
1551,Academy of Athens,GREECE,23.62,53.29,18.93,33.19,45.5,45.31,219.84
1552,Hainan Medical University,CHINA MAINLAND,39.52,49.0,21.78,28.41,43.49,37.56,219.76
1553,Tamkang University,TAIWAN,31.8,50.74,20.89,32.81,44.32,39.21,219.76
1554,Fayoum University,EGYPT,34.51,48.34,21.06,34.37,42.66,38.71,219.65
1555,University of Notre Dame Australia,AUSTRALIA,32.08,51.3,22.98,34.31,42.85,36.1,219.62
1556,Leeds Beckett University,ENGLAND,27.28,51.88,23.07,33.97,45.04,38.38,219.62
1557,Eskisehir Osmangazi University,TURKEY,37.7,50.33,25.09,28.18,43.19,35.1,219.58
1558,Technical University Czestochowa,POLAND,31.75,48.66,23.99,32.39,41.84,40.78,219.41
1559,Shanxi Agricultural University,CHINA MAINLAND,38.57,49.53,20.47,27.68,44.09,38.67,219.01
1560,Nelson Mandela University,SOUTH AFRICA,32.08,51.18,23.5,37.35,41.21,33.59,218.91
1561,California State University Northridge,USA,29.09,52.37,22.06,31.36,44.14,39.86,218.87
1562,Bharathidasan University,INDIA,36.48,49.31,21.44,31.64,42.77,37.1,218.73
1563,Bangladesh University of Engineering & Technology (BUET),BANGLADESH,32.92,49.07,22.05,33.03,42.98,38.66,218.71
1564,Guru Nanak Dev University,INDIA,32.55,53.57,21.85,25.99,45.15,39.56,218.67
1565,Institute of Chemical Technology - Mumbai,INDIA,31.6,54.52,21.83,22.33,46.95,41.37,218.6
1566,European University of Madrid,SPAIN,31.31,51.11,21.12,31.48,44.04,39.41,218.48
1567,Xinyang Normal University,CHINA MAINLAND,36.16,50.74,19.81,25.61,45.44,40.42,218.19
1568,International Islamic University Malaysia,MALAYSIA,28.82,50.77,27.69,39.21,38.97,32.6,218.06
1569,Chongqing Normal University,CHINA MAINLAND,35.1,51.58,20.29,24.28,45.9,40.85,218.0
1570,Cyprus University of Technology,CYPRUS,29.04,51.48,19.95,35.6,42.52,39.38,217.98
1571,Shiraz University of Technology,IRAN,32.27,49.52,19.58,29.91,45.75,40.91,217.94
1572,Jonkoping University,SWEDEN,30.1,49.99,20.45,34.35,44.09,38.82,217.8
1573,Pondicherry University,INDIA,28.82,52.88,21.98,28.15,45.52,40.44,217.79
1574,Universidad de Talca,CHILE,34.34,47.85,21.28,36.6,41.3,36.15,217.53
1575,University of Cassino,ITALY,23.97,51.97,21.0,32.11,45.33,43.08,217.45
1576,California State University Fullerton,USA,31.8,49.3,23.12,31.49,43.45,38.06,217.22
1577,Malmo University,SWEDEN,32.18,49.81,21.88,35.32,42.56,35.35,217.11
1578,Wakayama Medical University,JAPAN,29.73,52.03,21.73,26.42,45.73,41.45,217.09
1579,Northeast Petroleum University,CHINA MAINLAND,39.04,48.36,21.36,26.45,44.2,37.67,217.09
1580,Leuphana University Luneburg,GERMANY (FED REP GER),26.92,53.16,19.94,31.91,44.29,40.73,216.96
1581,Witten Herdecke University,GERMANY (FED REP GER),26.92,51.1,21.96,32.87,44.31,39.77,216.93
1582,Michigan State University College of Human Medicine,USA,29.47,53.47,22.1,26.92,44.79,40.2,216.93
1583,Taylor's University,MALAYSIA,26.07,51.7,20.55,34.15,43.2,41.25,216.92
1584,University of Mazandaran,IRAN,32.55,50.03,21.3,28.75,44.76,39.49,216.88
1585,Nagoya Institute of Technology,JAPAN,34.08,49.25,23.62,31.81,43.0,35.11,216.87
1586,University of Nis,SERBIA,35.35,48.17,25.09,36.88,40.13,31.24,216.85
1587,Universidad Autonoma de San Luis Potosi,MEXICO,34.6,47.69,24.51,33.21,42.2,34.34,216.55
1588,University Djillali Liabes Sidi Bel Abbes,ALGERIA,21.79,51.33,18.95,32.38,45.63,46.3,216.38
1589,Kochi University,JAPAN,34.26,50.06,22.42,30.27,42.84,36.46,216.31
1590,Kocaeli University,TURKEY,36.94,48.81,25.41,29.14,41.96,34.03,216.29
1591,Huaiyin Institute of Technology,CHINA MAINLAND,35.27,50.49,20.4,29.5,43.16,37.39,216.2
1592,Universidad Industrial de Santander,COLOMBIA,29.09,47.86,22.36,35.44,41.83,39.46,216.04
1593,Georgia Southern University,USA,27.16,51.14,22.68,31.56,44.48,38.84,215.87
1594,Chongqing University of Technology,CHINA MAINLAND,36.55,49.21,20.75,24.01,45.54,39.79,215.86
1595,Yasouj University,IRAN,26.62,52.35,20.68,26.67,46.31,43.12,215.75
1596,Lublin University of Technology,POLAND,33.29,47.85,23.82,33.66,41.26,35.86,215.74
1597,Universidade Federal do ABC (UFABC),BRAZIL,32.13,48.63,23.54,32.28,42.47,36.44,215.48
1598,Nara Medical University,JAPAN,34.04,50.75,23.11,24.86,44.72,37.92,215.4
1599,San Jose State University,USA,33.06,49.48,23.42,31.21,41.98,36.2,215.35
1600,University of Madras,INDIA,35.23,48.89,21.58,29.65,42.86,37.03,215.24
1601,Universite Perpignan Via Domitia,FRANCE,25.04,50.54,21.43,36.69,42.98,38.38,215.06
1602,Shenyang University of Technology,CHINA MAINLAND,37.32,48.82,21.39,22.33,45.63,39.56,215.05
1603,Jimei University,CHINA MAINLAND,40.17,47.46,20.54,26.25,43.44,37.17,215.02
1604,Federation University Australia,AUSTRALIA,29.63,50.6,20.76,33.8,42.25,37.82,214.86
1605,Clarkson University,USA,25.37,52.32,20.28,31.58,44.38,40.88,214.8
1606,Universidad del Desarrollo,CHILE,25.11,49.76,19.64,34.18,43.53,42.46,214.68
1607,Technische Universitat Ilmenau,GERMANY (FED REP GER),27.46,49.13,22.52,34.35,43.11,38.09,214.66
1608,National Institute of Technology Warangal,INDIA,37.44,50.76,23.08,25.66,41.93,35.51,214.39
1609,Vilnius Gediminas Technical University,LITHUANIA,31.51,50.26,22.62,34.21,41.12,34.4,214.12
1610,Wuyi University,CHINA MAINLAND,35.88,50.43,18.54,24.38,44.23,40.6,214.05
1611,Indian Institute of Engineering Science Technology Shibpur (IIEST),INDIA,31.94,50.81,23.53,25.57,44.58,37.6,214.03
1612,China West Normal University,CHINA MAINLAND,33.91,50.29,19.5,23.33,45.18,41.81,214.02
1613,University of Tun Hussein Onn Malaysia,MALAYSIA,24.85,50.03,25.58,36.02,39.8,37.57,213.85
1614,Airlangga University,INDONESIA,34.39,47.06,26.43,38.08,37.17,30.71,213.83
1615,Hunan University of Technology,CHINA MAINLAND,28.37,52.98,18.68,20.8,47.89,44.7,213.43
1616,Gebze Technical University,TURKEY,33.69,48.46,21.42,30.28,42.87,36.66,213.37
1617,University of Rzeszow,POLAND,36.16,47.39,23.61,33.39,40.22,32.55,213.32
1618,Universiti Malaysia Perlis,MALAYSIA,29.47,48.62,24.44,35.76,39.73,35.28,213.3
1619,University Brunei Darussalam,BRUNEI,24.71,50.36,18.98,35.25,41.6,42.34,213.24
1620,Abdul Wali Khan University,PAKISTAN,28.54,50.32,17.94,34.35,42.29,39.73,213.18
1621,Saitama University,JAPAN,31.06,49.04,22.02,31.86,42.67,36.51,213.17
1622,Ming Chi University of Technology,TAIWAN,33.73,48.26,19.18,28.04,44.88,39.05,213.14
1623,Indian Institute of Science Education & Research (IISER) - Kolkata,INDIA,34.51,50.27,20.51,27.55,42.81,37.44,213.1
1624,National University of the Littoral,ARGENTINA,31.8,48.15,21.94,31.77,43.1,36.34,213.1
1625,Zhejiang Ocean University,CHINA MAINLAND,34.89,49.65,19.81,22.95,45.06,40.64,213.0
1626,Universidad Politecnica de Cartagena,SPAIN,31.75,48.16,20.93,32.63,42.62,36.9,212.98
1627,Kongju National University,SOUTH KOREA,36.0,47.84,21.75,28.59,43.02,35.77,212.96
1628,Northeast Electric Power University,CHINA MAINLAND,34.77,48.31,20.15,23.47,45.2,41.01,212.9
1629,Birmingham City University,ENGLAND,21.49,50.97,19.79,30.03,44.32,46.14,212.73
1630,Indian Institute of Science Education & Research (IISER) Pune,INDIA,31.89,51.4,21.69,29.59,41.5,36.65,212.71
1631,An Najah National University,PALESTINIAN TERRITORIES,23.34,49.77,18.23,30.23,44.48,46.61,212.67
1632,Siberian Federal University,RUSSIA,31.41,48.24,25.13,32.32,41.11,34.42,212.62
1633,Technical University Kosice,SLOVAKIA,35.88,46.36,26.25,37.21,37.33,29.49,212.51
1634,Xi'an University of Posts & Telecommunications,CHINA MAINLAND,37.7,46.31,21.13,25.44,44.36,37.53,212.48
1635,Obafemi Awolowo University,NIGERIA,28.43,50.17,22.77,36.13,40.09,34.7,212.28
1636,Utkal University,INDIA,10.53,53.7,11.46,15.69,49.46,71.39,212.23
1637,University of Zielona Gora,POLAND,31.26,49.45,21.84,32.59,40.98,36.08,212.2
1638,National University of Mar del Plata,ARGENTINA,29.89,49.19,22.65,31.79,42.63,36.02,212.16
1639,Istanbul Medeniyet University,TURKEY,30.66,49.15,22.68,27.71,43.42,38.38,212.0
1640,University of Louisiana Lafayette,USA,30.46,49.74,21.85,32.87,41.35,35.72,211.98
1641,Universite de Kinshasa,DEMOCRATIC REPUBLIC OF THE CONGO,17.1,50.36,14.48,31.05,46.33,52.64,211.96
1642,Shahrekord University,IRAN,29.73,50.89,20.27,26.92,44.31,39.84,211.95
1643,Universidad del Valle,COLOMBIA,29.99,47.78,23.5,37.32,39.77,33.56,211.93
1644,Chapman University,USA,31.21,48.59,21.81,31.83,42.16,36.27,211.87
1645,National University of Rosario,ARGENTINA,29.09,48.94,22.87,35.11,40.95,34.87,211.83
1646,University of South Dakota,USA,25.75,50.48,21.29,28.78,44.34,41.01,211.65
1647,Siksha 'O' Anusandhan University,INDIA,32.46,51.89,22.58,24.07,42.36,38.29,211.65
1648,Karlstad University,SWEDEN,27.4,49.04,19.98,33.89,42.93,38.37,211.62
1649,Harbin Normal University,CHINA MAINLAND,29.89,51.92,17.78,18.55,47.5,45.95,211.59
1650,Aichi Medical University,JAPAN,31.89,49.87,22.71,26.0,43.84,37.1,211.42
1651,Universite de Haute-Alsace (UHA),FRANCE,28.09,48.93,21.4,34.35,41.57,37.03,211.36
1652,King Mongkuts University of Technology North Bangkok,THAILAND,36.55,46.86,21.96,32.44,39.15,34.17,211.13
1653,Xihua University,CHINA MAINLAND,37.21,47.9,20.42,25.7,43.28,36.6,211.1
1654,Far Eastern Federal University,RUSSIA,26.98,49.09,24.09,34.32,41.63,34.94,211.06
1655,University Toronto Mississauga,CANADA,28.54,49.64,20.39,33.08,42.49,36.9,211.05
1656,Sichuan University of Science & Engineering,CHINA MAINLAND,33.51,49.36,20.07,22.64,45.34,40.08,211.0
1657,Universite d'Artois,FRANCE,33.51,46.95,20.01,33.52,41.02,35.93,210.95
1658,Universite de Franche-Comte,FRANCE,22.4,50.82,19.31,31.99,44.14,42.18,210.85
1659,Minjiang University,CHINA MAINLAND,35.8,46.75,19.21,28.67,42.79,37.6,210.83
1660,University of Quebec Trois Rivieres,CANADA,29.14,48.9,21.2,32.17,41.97,37.37,210.75
1661,Universidade Federal de Alagoas,BRAZIL,35.15,47.72,22.71,30.11,40.92,34.08,210.68
1662,University of Southern Mississippi,USA,30.15,51.95,21.49,27.05,42.7,37.27,210.62
1663,Universidade Federal de Ouro Preto,BRAZIL,34.08,48.06,22.38,29.4,41.77,34.92,210.61
1664,Duke Kunshan University,CHINA MAINLAND,20.86,49.98,13.03,27.72,45.53,53.2,210.33
1665,Mohammed First University of Oujda,MOROCCO,27.8,48.74,24.74,34.69,39.19,35.17,210.33
1666,Zayed University,UNITED ARAB EMIRATES,30.46,47.14,19.51,36.34,40.26,36.55,210.26
1667,University of Sannio,ITALY,26.74,49.74,19.96,30.44,43.26,40.0,210.14
1668,Central University of Finance & Economics,CHINA MAINLAND,34.89,46.13,20.44,30.17,42.39,35.9,209.94
1669,Hongik University,SOUTH KOREA,33.73,47.33,22.12,27.72,43.46,35.52,209.88
1670,Suleyman Demirel University,TURKEY,31.16,49.46,23.98,27.24,42.33,35.67,209.84
1671,National Institute of Technology Silchar,INDIA,34.39,49.38,21.88,23.88,42.78,37.42,209.72
1672,Indian Institute of Technology (IIT) - Patna,INDIA,34.21,47.7,21.16,26.13,43.18,37.29,209.68
1673,University of the Philippines Diliman,PHILIPPINES,30.61,47.6,22.36,35.27,39.88,33.91,209.64
1674,Universita Mediterranea di Reggio Calabria,ITALY,28.32,50.0,20.03,29.66,42.12,39.4,209.54
1675,Hazara University,PAKISTAN,30.91,48.09,18.38,33.0,41.2,37.87,209.45
1676,University of Engineering & Technology Taxila,PAKISTAN,27.98,49.06,17.99,32.15,42.74,39.39,209.3
1677,University of Minnesota Duluth,USA,28.43,50.45,20.82,31.75,41.52,36.32,209.29
1678,Universite de Gabes,TUNISIA,31.11,45.71,20.48,35.38,40.77,35.73,209.18
1679,Alexandru Ioan Cuza University,ROMANIA,34.0,46.05,25.37,34.16,38.13,31.38,209.08
1680,Weifang Medical University,CHINA MAINLAND,34.56,49.72,20.11,21.75,44.36,38.49,208.98
1681,I Shou University,TAIWAN,37.4,46.47,21.85,27.81,41.48,33.61,208.61
1682,University of Tunku Abdul Rahman,MALAYSIA,28.82,49.57,21.02,30.44,41.35,37.35,208.55
1683,Tzu Chi University,TAIWAN,35.88,48.29,22.81,26.04,41.67,33.8,208.48
1684,University of Derby,ENGLAND,27.63,48.69,20.44,33.12,41.22,37.12,208.22
1685,Arabian Gulf University,BAHRAIN,7.61,52.57,12.43,25.16,48.44,61.89,208.11
1686,Universitat Trier,GERMANY (FED REP GER),26.68,48.72,20.1,32.64,42.08,37.86,208.07
1687,Universidad Catolica de Murcia,SPAIN,27.51,48.81,20.55,32.08,41.91,37.14,208.0
1688,Al-Farabi Kazakh National University,KAZAKHSTAN,35.6,44.06,23.4,40.03,35.53,29.21,207.83
1689,Brandenburg University of Technology Cottbus,GERMANY (FED REP GER),30.56,46.73,22.25,32.71,40.44,35.13,207.82
1690,University of Wolverhampton,ENGLAND,26.56,48.68,21.24,32.74,41.35,37.23,207.8
1691,Jianghan University,CHINA MAINLAND,32.13,49.94,19.08,23.92,43.26,39.46,207.79
1692,Nord University,NORWAY,29.63,47.19,19.35,33.88,41.21,36.54,207.79
1693,University of Science & Technology Liaoning,CHINA MAINLAND,35.19,46.6,20.37,27.81,41.89,35.78,207.65
1694,Taiyuan University of Science & Technology,CHINA MAINLAND,33.42,47.63,19.71,23.58,44.18,38.82,207.33
1695,Universidade Federal de Amazonas,BRAZIL,36.32,46.36,22.73,30.71,39.23,31.93,207.28
1696,University of Colombo,SRI LANKA,23.9,48.6,20.38,31.64,41.81,40.89,207.22
1697,American University of Sharjah,UNITED ARAB EMIRATES,30.36,47.59,20.23,35.1,39.8,34.14,207.21
1698,Yunnan Normal University,CHINA MAINLAND,33.33,48.36,21.23,25.41,42.35,36.5,207.17
1699,Government College University Lahore,PAKISTAN,33.86,46.09,20.83,35.29,38.94,32.12,207.14
1700,Indian Statistical Institute Kolkata,INDIA,30.41,46.44,21.45,32.13,41.48,35.22,207.13
1701,Instituto Politecnico de Braganca,PORTUGAL,25.62,49.06,19.54,33.59,40.82,38.48,207.11
1702,Norwegian School of Sport Sciences,NORWAY,21.41,49.87,17.66,32.71,44.14,41.29,207.08
1703,UOC Universitat Oberta de Catalunya,SPAIN,28.2,47.92,20.44,32.3,40.77,37.42,207.05
1704,University of Zimbabwe,ZIMBABWE,26.25,47.02,19.99,37.28,40.12,36.18,206.85
1705,University of Westminster,ENGLAND,23.55,48.64,21.98,31.88,42.7,37.94,206.69
1706,Inonu University,TURKEY,36.12,47.71,24.74,24.28,40.96,32.85,206.66
1707,Shandong Jianzhu University,CHINA MAINLAND,38.1,46.01,20.76,23.55,42.35,35.59,206.37
1708,Xi'an Medical University,CHINA MAINLAND,32.51,49.39,20.51,19.64,45.29,39.02,206.36
1709,Saints Cyril & Methodius University of Skopje,MACEDONIA,24.38,47.32,21.5,36.91,39.99,36.04,206.15
1710,Damietta University,EGYPT,24.71,48.07,15.72,27.18,43.48,47.0,206.15
1711,Yuan Ze University,TAIWAN,31.06,46.25,20.31,29.68,42.46,36.1,205.86
1712,University of Gujrat,PAKISTAN,30.25,47.2,18.29,31.21,40.82,38.03,205.81
1713,Pontificia Universidade Catolica do Rio de Janeiro,BRAZIL,29.25,47.07,21.78,32.74,40.47,34.5,205.8
1714,Jamia Hamdard University,INDIA,27.04,51.24,20.71,31.21,39.86,35.64,205.7
1715,Suranaree University of Technology,THAILAND,33.91,44.78,20.74,32.3,39.74,34.06,205.53
1716,University of Opole,POLAND,24.91,47.72,18.93,25.95,42.72,45.25,205.48
1717,Hebei University of Science & Technology,CHINA MAINLAND,34.17,47.71,19.9,21.9,43.34,38.39,205.42
1718,Hungarian University of Agriculture & Life Sciences,HUNGARY,36.36,45.91,20.73,33.01,37.57,31.83,205.4
1719,Eulji University,SOUTH KOREA,34.56,48.74,21.62,22.88,41.5,36.04,205.33
1720,Yanbian University,CHINA MAINLAND,30.36,46.98,19.86,28.71,42.58,36.73,205.22
1721,University of Tulsa,USA,24.71,48.83,19.77,27.46,43.62,40.75,205.14
1722,Zurich University of Applied Sciences,SWITZERLAND,28.71,47.77,19.44,34.07,39.77,35.23,204.98
1723,University of Fukui,JAPAN,31.21,46.66,22.9,28.6,41.51,34.06,204.94
1724,Jacobs University,GERMANY (FED REP GER),24.51,48.17,18.51,33.26,42.01,38.43,204.89
1725,Jilin Normal University,CHINA MAINLAND,29.14,49.68,17.95,20.16,45.47,42.42,204.83
1726,Changchun University of Technology,CHINA MAINLAND,34.17,48.21,19.78,18.51,44.49,39.56,204.72
1727,University of Koblenz & Landau,GERMANY (FED REP GER),29.14,48.47,19.75,32.17,40.07,34.99,204.6
1728,Gaziantep University,TURKEY,29.99,47.8,24.61,26.23,41.29,34.64,204.57
1729,Kyorin University,JAPAN,31.26,48.35,21.59,25.31,41.85,36.18,204.54
1730,University of Lethbridge,CANADA,27.69,47.09,21.08,33.13,40.91,34.58,204.48
1731,Lappeenranta University of Technology,FINLAND,3.54,55.41,21.06,33.34,46.18,44.9,204.43
1732,Saint Marianna University,JAPAN,28.93,49.06,21.9,25.35,42.24,36.94,204.42
1733,Universidad Michoacana de San Nicolas de Hidalgo,MEXICO,31.46,45.65,22.3,32.12,39.73,33.02,204.27
1734,"University of Technology, Iraq",IRAQ,28.37,47.2,21.44,32.21,39.29,35.48,204.0
1735,Jining Medical University,CHINA MAINLAND,30.66,49.59,20.8,21.11,44.18,37.57,203.92
1736,Texas Christian University,USA,25.75,49.23,20.83,25.83,42.32,39.95,203.91
1737,Universidade do Estado de Santa Catarina,BRAZIL,29.63,47.15,23.28,28.24,40.54,35.04,203.87
1738,Moulay Ismail University of Meknes,MOROCCO,30.41,46.41,21.4,32.48,38.64,34.45,203.79
1739,Bowling Green State University,USA,28.37,47.1,21.85,27.75,42.83,35.53,203.43
1740,Yuzuncu Yil University,TURKEY,32.79,47.33,23.43,26.59,40.51,32.77,203.41
1741,Liaoning Normal University,CHINA MAINLAND,35.39,45.77,19.58,24.44,42.03,36.13,203.34
1742,Malardalen University,SWEDEN,23.69,46.8,20.36,33.4,40.73,38.24,203.23
1743,National Chung Cheng University,TAIWAN,32.08,45.91,21.66,29.51,40.54,33.49,203.19
1744,Hebei University of Engineering,CHINA MAINLAND,34.04,46.63,19.51,22.83,42.9,37.27,203.18
1745,Shoolini University,INDIA,24.17,50.18,17.22,28.17,40.71,42.6,203.05
1746,Universitat Internacional de Catalunya (UIC),SPAIN,27.28,48.46,19.57,30.23,40.91,36.47,202.92
1747,Shiga University of Medical Science,JAPAN,29.84,48.45,21.21,24.38,42.32,36.72,202.91
1748,California State University Long Beach,USA,27.1,49.31,22.96,28.61,40.67,33.99,202.64
1749,Universiti Tenaga Nasional,MALAYSIA,23.55,48.84,19.53,31.33,40.06,39.33,202.64
1750,Universite de Rouen Normandie,FRANCE,18.22,49.09,19.53,31.43,43.51,40.86,202.63
1751,Universiti Malaysia Sabah,MALAYSIA,33.56,45.11,21.9,34.37,36.44,31.26,202.63
1752,American University Cairo,EGYPT,29.04,45.66,19.88,32.24,39.73,36.07,202.61
1753,University of West Florida,USA,11.58,52.21,15.25,18.55,46.79,58.17,202.54
