Rank,University,Country,Article,Citation,Total Document,AIT,CIT,Collaboration,Total
1938,Lehman College (CUNY),United States of America,8.85,26.94,8.57,22.38,21.14,18.55,106.42
1939,Atilim University,Turkey,12.16,24.89,9.27,21.42,17.27,21.4,106.4
1940,Universite de Tunis,Tunisia,16.19,20.93,13.24,18.95,14.68,22.38,106.37
1941,Colgate University,United States of America,9.38,27.43,8.45,20.36,26.05,14.68,106.36
1942,London Business School,United Kingdom,3.1,27.66,3.53,24.15,25.42,22.49,106.35
1943,Indian Institute of Technology (IIT) - Patna,India,19.16,25.6,9.47,21.79,18.86,11.47,106.34
1944,Universidad de los Andes - Chile,Chile,11.38,24.7,7.79,20.21,20.44,21.7,106.22
1945,National Formosa University,Taiwan,12.91,27.16,11.79,24.32,18.66,11.29,106.13
1946,Arid Agriculture University,Pakistan,13.49,24.19,9.02,20.26,18.01,21.17,106.13
1947,Hungkuang University,Taiwan,14.34,28.88,9.66,22.62,18.18,12.32,105.99
1948,Weifang Medical University,China,19.05,26.72,10.17,19.65,16.09,13.99,105.67
1949,Universidad de La Serena,Chile,15.41,24.56,4.76,18.94,19.11,22.8,105.58
1950,Morehouse School of Medicine,United States of America,10.73,28.63,9.14,19.92,20.72,16.4,105.54
1951,University of Gavle,Sweden,17.18,23.11,7.79,20.06,16.86,20.49,105.49
1952,Izmir Katip Celebi University,Turkey,17.78,25.13,14.85,18.73,14.15,14.61,105.26
1953,Universite Constantine,Algeria,16.82,21.89,10.84,17.59,13.13,24.9,105.17
1954,Technical University Liberec,Czech Republic,14.88,22.59,14.02,17.33,14.82,21.51,105.15
1955,University of Los Andes Venezuela,Venezuela,9.56,24.29,8.56,18.71,19.69,24.28,105.08
1956,Xi'an University of Science & Technology,China,23.32,22.35,14.71,17.86,14.33,12.24,104.81
1957,Hebei University of Engineering,China,18.82,26.39,9.98,21.72,17.26,10.54,104.72
1958,University Science & Technology Liaoning,China,17.9,23.55,11.26,17.78,14.45,19.69,104.62
1959,Suez University,Egypt,6.18,17.76,4.67,26.46,30.33,19.2,104.59
1960,Franklin & Marshall College,United States of America,5.35,28.55,7.78,22.92,25.57,14.41,104.58
1961,University of San Francisco,United States of America,15.93,24.54,10.82,20.59,17.92,14.55,104.35
1962,Tennessee Technological University,United States of America,17.18,23.0,10.15,19.06,17.76,17.18,104.34
1963,University of British Columbia Okanagan,Canada,14.2,24.42,7.0,20.44,18.29,19.86,104.21
1964,Recep Tayyip Erdogan University,Turkey,17.06,25.6,12.26,19.74,15.28,14.13,104.08
1965,University of Teesside,United Kingdom,15.15,23.33,9.56,19.74,16.93,19.29,104.0
1966,Tennessee State University,United States of America,12.76,25.74,8.45,19.5,19.84,17.6,103.9
1967,University of Cassino,Italy,7.37,26.48,7.48,23.04,22.82,16.69,103.88
1968,Chung Hua University,Taiwan,12.61,25.92,10.75,21.54,17.02,16.0,103.84
1969,Korea National University of Transportation,South Korea,18.48,25.81,10.13,21.72,16.37,11.29,103.8
1970,Universidad Adolfo Ibanez,Chile,17.9,22.29,7.59,18.45,15.08,22.49,103.8
1971,UOC Universitat Oberta de Catalunya,Spain,15.02,20.38,9.24,21.59,18.44,18.92,103.59
1972,Ivan Franko National University Lviv,Ukraine,17.18,20.39,8.88,17.82,12.53,26.67,103.46
1973,Toyota Technological Institute,Japan,12.46,25.34,8.58,21.17,18.55,17.02,103.11
1974,Guangdong Ocean University,China,18.94,23.63,8.57,20.52,16.87,14.55,103.07
1975,Guizhou Medical University,China,24.23,23.58,7.14,16.24,14.91,16.96,103.06
1976,Siksha 'O' Anusandhan University,India,16.69,25.84,11.51,20.85,18.32,9.84,103.05
1977,Simon Bolivar University,Venezuela,8.85,23.65,9.28,18.77,18.14,24.34,103.02
1978,Nord University,Norway,14.88,23.97,6.9,18.47,16.91,21.85,102.97
1979,Technology Education Institute Crete,Greece,9.03,24.84,6.6,21.7,22.69,18.11,102.97
1980,MinNan Normal University,China,7.94,29.13,5.83,26.4,27.01,6.58,102.89
1981,Hosei University,Japan,12.76,24.38,12.8,19.26,16.03,17.65,102.88
1982,Mercer University,United States of America,10.73,25.96,10.11,20.73,18.93,16.23,102.7
1983,KIIT University,India,16.57,23.33,12.39,18.73,15.99,15.64,102.63
1984,University of Chemical Technology & Metallurgy - Bulgaria,Bulgaria,12.76,23.3,9.63,18.4,15.0,23.43,102.52
1985,Universidad de Tarapaca,Chile,14.88,22.32,8.77,17.93,13.88,24.7,102.49
1986,University of Teramo,Italy,11.69,25.17,6.84,21.7,19.6,17.45,102.44
1987,Dunarea De Jos University Galati,Italy,17.42,22.36,13.62,15.41,15.45,18.16,102.42
1988,Indian Institute of Technology (IIT) - Mandi,India,18.48,23.89,7.95,19.03,16.18,16.85,102.39
1989,Smith College,United States of America,10.73,25.36,10.7,21.29,18.79,15.45,102.32
1990,Institut Superieur de l'Aeronautique et de l'Espace (ISAE-SUPAERO),France,14.06,24.34,8.94,19.46,16.72,18.78,102.31
1991,Shanxi Agricultural University,China,21.88,23.67,7.28,18.36,14.2,16.91,102.3
1992,Universidad Autonoma del Estado de Hidalgo,Mexico,21.58,22.12,9.52,16.47,12.77,19.82,102.29
1993,Henan Institute of Science & Technology,China,18.71,25.57,8.61,19.75,15.77,13.71,102.12
1994,National Taipei University,Taiwan,13.2,21.37,8.98,23.07,20.16,15.2,101.98
1995,Agricultural University Lublin,Poland,21.88,23.98,11.61,19.84,13.64,10.83,101.78
1996,Universitat Internacional de Catalunya (UIC),Spain,18.6,24.18,7.81,17.1,15.37,18.69,101.75
1997,University of Khartoum,Sudan,14.34,21.96,9.46,15.95,12.79,27.09,101.59
1998,Riga Technical University,Latvia,10.07,18.74,16.81,20.12,17.48,18.35,101.58
1999,University of International Business & Economics,China,18.71,20.3,8.04,19.4,13.93,21.17,101.54
2000,Acadia University,Canada,13.63,24.42,7.47,18.98,17.13,19.82,101.44
2001,Dalian Ocean University,China,17.66,25.02,9.03,20.22,17.94,11.56,101.42
2002,Colby College,United States of America,10.41,24.38,5.91,20.54,25.91,14.2,101.36
2003,University of Boras,Sweden,13.49,24.69,7.78,18.66,16.94,19.78,101.34
2004,University of Lagos,Nigeria,15.68,23.12,10.77,16.04,13.18,22.42,101.21
2005,Zhejiang University of Finance & Economics,China,17.3,22.01,7.69,22.36,18.54,13.27,101.17
2006,Changshu Institute of Technology,China,15.81,26.36,7.96,21.63,18.84,10.54,101.14
2007,Konan University,Japan,8.85,27.49,6.02,19.93,21.23,17.6,101.12
2008,Universidad CEU Cardenal Herrera,Spain,7.94,28.64,4.94,19.18,24.14,16.17,101.01
2009,Hainan Normal University,China,12.76,26.23,7.58,20.62,20.0,13.49,100.68
2010,Bucharest Academy of Economic Studies,Romania,17.06,17.46,19.42,12.0,21.74,12.88,100.57
2011,University of Moncton,Canada,14.88,24.24,8.35,18.93,16.51,17.65,100.56
2012,Afyon Kocatepe University,Turkey,12.61,25.94,13.66,20.62,15.08,12.49,100.4
2013,Yildirim Beyazit University,Turkey,18.13,24.71,14.12,18.15,13.82,11.38,100.32
2014,Grand Valley State University,United States of America,13.49,24.09,12.1,20.24,15.29,14.88,100.08
2015,Mbarara University of Science & Technology,Uganda,7.94,26.12,3.98,16.74,21.53,23.75,100.06
2016,Shenyang University of Technology,China,18.13,22.27,13.58,17.71,15.29,13.04,100.02
2017,University of Illinois Peoria,United States of America,6.18,29.28,8.33,19.06,22.33,14.81,99.99
2018,Inner Mongolia University of Technology,China,19.6,25.17,10.15,19.64,15.05,10.35,99.95
2019,Williams College,United States of America,12.61,23.11,9.09,20.37,18.63,16.06,99.88
2020,Balikesir University,Turkey,12.0,25.13,11.71,19.8,15.05,16.06,99.76
2021,Fujian University of Traditional Chinese Medicine,China,13.63,27.84,7.83,20.19,18.61,11.56,99.66
2022,University of London School of Pharmacy,United Kingdom,6.59,26.83,5.39,19.02,21.37,20.28,99.48
2023,Chengdu University of Traditional Chinese Medicine,China,17.78,26.64,7.75,19.64,17.7,9.95,99.46
2024,Gansu Agricultural University,China,19.92,22.65,7.24,17.92,14.91,16.74,99.38
2025,Xi'an Technological University,China,19.27,23.5,11.04,20.36,16.82,8.28,99.28
2026,Haramaya University,Ethiopia,8.13,29.15,1.97,17.28,26.37,16.35,99.24
2027,Youngstown State University,United States of America,6.59,25.99,6.06,21.17,22.52,16.74,99.07
2028,Southwest University for Nationalities - China,China,14.75,24.52,9.26,20.56,18.06,11.9,99.05
2029,Liaoning Shihua University,China,20.98,25.85,8.65,18.0,15.41,10.15,99.04
2030,Jawaharlal Nehru Technological University - Hyderabad,India,12.61,25.07,13.78,18.78,15.71,13.04,98.98
2031,Andhra University,India,15.93,23.22,11.47,18.64,14.25,15.45,98.96
2032,Universidad Nacional Mayor de San Marcos,Peru,14.34,20.67,7.49,15.57,14.7,26.04,98.8
2033,Bengbu Medical College,China,18.82,26.51,7.81,18.0,16.39,11.2,98.75
2034,University of Limpopo,South Africa,13.78,23.11,9.24,17.01,14.03,21.24,98.41
2035,University of Cape Coast,Ghana,8.31,27.98,3.36,17.15,22.54,19.06,98.39
2036,University of Applied Sciences & Arts Western Switzerland,Switzerland,12.16,21.55,8.21,18.36,17.26,20.85,98.38
2037,Universita Kore di ENNA,Italy,9.73,25.02,6.8,20.89,21.16,14.68,98.27
2038,Universidade Federal de Alfenas,Brazil,18.6,24.11,8.81,18.49,15.7,12.57,98.27
2039,Jining Medical University,China,21.08,23.39,7.81,16.84,14.43,14.68,98.24
2040,Cape Peninsula University of Technology,South Africa,9.38,25.08,8.75,18.74,20.23,16.0,98.18
2041,University of Colombo,United Kingdom,14.2,22.33,9.84,15.55,15.08,20.97,97.97
2042,University of Ilorin,Nigeria,12.0,23.71,7.54,17.16,16.11,21.44,97.96
2043,Rutgers State University Camden,United States of America,13.2,22.84,8.79,19.75,15.91,17.18,97.66
2044,Missouri State University,United States of America,14.06,21.97,9.76,19.25,15.76,16.8,97.59
2045,National Chi Nan University,Taiwan,15.15,23.86,10.19,20.38,14.67,13.34,97.59
2046,University of Chester,United Kingdom,13.92,21.23,9.93,19.18,14.96,18.26,97.48
2047,Loyola College - India,India,8.85,25.57,4.2,20.73,21.18,16.91,97.45
2048,Dongguan University of Technology,China,21.68,22.58,7.58,17.06,15.66,12.8,97.37
2049,Tallinn University,Estonia,9.03,21.06,8.06,20.43,19.79,18.92,97.29
2050,Kirikkale University,Turkey,16.94,23.09,12.97,17.7,11.91,14.55,97.15
2051,Humboldt State University,United States of America,12.0,25.97,6.19,19.05,20.68,13.11,96.99
2052,Norwegian School of Economics (NHH),Norway,13.06,20.22,4.97,20.06,16.97,21.62,96.9
2053,Aichi Gakuin University,Japan,11.54,26.4,7.76,19.75,18.33,13.04,96.82
2054,University of Szczecin,Poland,10.73,22.51,10.33,18.25,14.48,20.24,96.55
2055,Middle Tennessee State University,United States of America,13.49,21.16,10.23,19.46,15.39,16.57,96.3
2056,Edge Hill University,United Kingdom,15.93,20.36,9.84,18.37,14.45,17.29,96.24
2057,Universite de Mascara,Algeria,3.57,25.47,3.16,19.33,24.06,20.61,96.21
2058,Hainan Medical University,China,15.15,22.06,10.26,17.73,17.81,13.19,96.2
2059,Omer Halis Demir University,Turkey,13.06,23.09,10.25,18.92,14.47,16.17,95.96
2060,Universite Abou Bekr Belkaid,Algeria,13.49,20.67,10.12,15.74,11.85,24.03,95.91
2061,Hanoi Medical University,Vietnam,3.34,29.21,0.28,17.65,27.3,17.7,95.49
2062,De La Salle University,Philippines,6.79,22.01,9.77,18.14,17.82,20.97,95.49
2063,Universidade Estadual do Ceara,Brazil,15.28,21.43,9.26,19.04,14.53,15.94,95.47
2064,Srinakharinwirot University,Thailand,9.03,24.13,7.78,19.58,18.43,16.4,95.35
2065,Dalian Nationalities University,China,5.35,26.48,7.93,22.8,21.0,11.73,95.29
2066,University of Peloponnese,Greece,4.03,21.91,6.46,21.82,25.9,15.07,95.2
2067,Birmingham City University,United Kingdom,11.06,20.81,9.41,17.68,20.41,15.64,95.0
2068,Azabu University,Japan,11.22,26.44,6.1,17.31,22.56,11.2,94.84
2069,Sokoine University of Agriculture,Tanzania,11.69,20.74,5.07,16.88,15.26,25.16,94.8
2070,Inner Mongolia University of Science & Technology,China,17.06,23.34,10.0,19.17,16.29,8.87,94.73
2071,Swarthmore College,United States of America,7.56,24.77,7.11,19.57,20.17,15.51,94.69
2072,Qiqihar University,China,15.28,25.2,8.4,19.9,16.07,9.74,94.59
2073,Harran University,Turkey,13.2,24.15,12.08,17.69,13.4,13.99,94.51
2074,Shibaura Institute of Technology,Japan,14.2,21.62,11.92,17.08,13.22,16.35,94.38
2075,Sang Myung University,South Korea,10.07,23.39,8.06,20.66,16.93,15.26,94.37
2076,University of Agricultural Sciences & Veterinary Medicine Cluj Napoca,Romania,12.91,22.1,7.85,16.68,15.53,19.2,94.27
2077,University of Lugano,Switzerland,3.81,24.06,7.5,19.25,18.1,21.51,94.24
2078,Karabuk University,Turkey,16.06,24.28,8.2,18.02,17.52,10.15,94.23
2079,Sinop University,Turkey,6.98,25.93,5.52,20.7,24.39,10.45,93.97
2080,Huaihai Institute of Technology,China,12.0,24.15,7.43,19.45,17.2,13.71,93.94
2081,University of Mumbai,India,12.61,22.84,7.9,17.62,19.01,13.92,93.9
2082,University of Botswana,Botswana,12.0,19.38,9.23,15.8,12.02,25.41,93.86
2083,Mount Holyoke College,United States of America,5.56,24.12,6.88,20.66,22.95,13.56,93.74
2084,Civil Aviation University of China,China,16.94,22.02,11.0,19.93,14.4,9.31,93.6
2085,Kazimierz Wielki University,Poland,6.98,21.07,7.22,18.6,21.4,18.21,93.48
2086,Punjabi University,India,18.94,21.8,11.17,17.36,13.87,10.35,93.48
2087,Multimedia University,Malaysia,10.41,19.74,12.33,18.15,14.58,18.26,93.47
2088,Universidade Federal de Itajuba,Brazil,14.34,21.28,8.4,17.06,14.67,17.7,93.45
2089,North China University of Technology,China,14.06,20.7,11.78,18.33,16.59,11.9,93.35
2090,Beijing University of Civil Engineering & Architecture,China,20.14,20.54,9.4,15.94,13.62,13.71,93.34
2091,Yunnan Minzu University,China,11.06,25.72,8.09,19.84,18.74,9.74,93.2
2092,Istanbul Medipol University,Turkey,17.06,20.94,12.12,15.18,12.61,15.2,93.12
2093,Aksaray University,Turkey,14.75,23.48,8.58,18.44,16.0,11.82,93.06
2094,Gannan Normal University,China,15.41,26.13,6.03,19.03,18.27,8.04,92.92
2095,Staffordshire University,United Kingdom,11.22,21.77,8.17,18.8,17.45,15.45,92.87
2096,Namik Kemal University,Turkey,14.75,23.03,11.46,16.87,13.39,13.34,92.83
2097,The New School,United States of America,5.14,22.14,11.07,22.5,19.09,12.8,92.75
2098,Silpakorn University,Thailand,8.49,23.99,6.93,18.31,17.81,17.18,92.72
2099,Guilin Medical University,China,15.41,26.32,6.34,17.39,16.52,10.74,92.72
2100,Paris School of Economics,France,10.07,20.93,5.75,19.04,14.57,22.24,92.6
2101,University of Derby,United Kingdom,14.47,19.23,9.2,16.83,13.03,19.82,92.58
2102,Bialystok University of Technology,Poland,13.2,20.63,13.44,18.13,13.22,13.78,92.4
2103,King Faisal University,Saudi Arabia,11.06,20.41,7.44,15.53,13.18,24.79,92.4
2104,SUNY Polytechnic Institute,United States of America,8.49,25.16,7.73,18.72,19.01,13.11,92.22
2105,Corvinus University Budapest,Hungary,3.81,23.37,9.64,18.86,16.26,20.28,92.22
2106,Universidad del Bio-Bio,Chile,15.15,18.68,8.06,15.67,11.59,22.97,92.12
2107,L.N. Gumilyov Eurasian National University,Kazakhstan,7.94,20.81,8.17,17.19,16.12,21.85,92.09
2108,National Institute of Technology Calicut,India,17.66,21.61,11.54,18.29,14.4,8.4,91.92
2109,California State University Sacramento,United States of America,10.57,20.85,9.75,20.5,16.37,13.85,91.88
2110,Inner Mongolia Medical University,China,12.76,25.47,8.39,17.44,15.81,11.99,91.86
2111,Toulouse School of Economics,France,9.9,19.53,4.22,18.81,17.58,21.66,91.7
2112,University of Kerala,India,16.94,22.17,7.6,17.02,14.88,12.88,91.5
2113,Zhejiang University of Science & Technology,China,16.82,22.55,7.68,16.98,13.38,14.06,91.47
2114,Kurukshetra University,India,10.07,23.98,8.86,19.55,16.37,12.49,91.32
2115,University of the South Pacific,Fiji Islands,9.9,20.31,6.29,16.97,16.02,21.62,91.11
2116,Trakya University,Turkey,14.75,22.33,13.79,16.69,11.55,11.99,91.09
2117,Vidyasagar University,India,9.03,24.17,5.83,19.67,18.41,13.85,90.97
2118,Andong National University,South Korea,10.41,21.79,8.26,17.54,14.52,18.31,90.83
2119,Ningbo University of Technology,China,13.2,23.88,6.75,18.16,17.07,11.47,90.54
2120,Jahangirnagar University,Bangladesh,9.73,21.58,6.3,16.71,15.93,20.28,90.53
2121,Universite Rennes 2,France,10.9,21.29,7.22,17.02,15.5,18.55,90.47
2122,University of Mauritius,Mauritius,12.0,21.5,6.56,14.48,15.71,20.2,90.45
2123,University of Tenaga Nasional,Malaysia,5.77,22.43,11.46,16.67,16.89,17.18,90.39
2124,Acibadem University,Turkey,11.06,23.33,11.55,15.95,13.51,14.94,90.34
2125,National University Tainan,Taiwan,10.07,24.27,8.17,21.13,17.71,8.87,90.22
2126,University of Sindh,Pakistan,8.67,22.58,5.79,16.69,15.5,20.97,90.19
2127,Robert Gordon University,United Kingdom,11.69,19.88,9.32,16.5,13.68,18.74,89.81
2128,Muroran Institute of Technology,Japan,12.91,20.08,7.65,16.93,15.54,16.69,89.8
2129,Southern Illinois University Edwardsville,United States of America,12.31,19.97,10.98,18.21,12.95,15.2,89.62
2130,Shahid Chamran University of Ahvaz,Iran,1.62,27.68,7.42,20.77,19.49,12.57,89.53
2131,Institut d'Etudes Politiques Paris (SciencePo),France,10.73,17.04,9.41,19.61,14.18,18.55,89.53
2132,Rashtrasant Tukadoji Maharaj Nagpur University,India,14.06,20.99,9.56,17.9,14.5,12.49,89.49
2133,Huaiyin Institute of Technology,China,16.94,21.84,9.4,17.09,14.05,10.15,89.47
2134,Indiana State University,United States of America,6.98,22.42,7.55,19.45,18.8,13.85,89.06
2135,Tianjin Chengjian University,China,16.19,22.51,6.98,16.48,14.52,12.24,88.92
2136,Gifu Pharmaceutical University,Japan,13.06,26.54,6.34,18.64,17.61,6.73,88.91
2137,National Institute of Technology Kurukshetra,India,13.2,21.3,13.35,18.26,15.24,7.54,88.88
2138,Universidade Nove de Julho,Brazil,13.35,22.47,9.77,15.04,13.3,14.81,88.75
2139,Shenyang University of Chemical Technology,China,13.92,24.21,7.65,17.21,14.38,11.29,88.66
2140,Hellenic Open University,Greece,2.38,15.18,6.81,23.91,27.52,12.72,88.52
2141,Mount Allison University,Canada,8.31,22.64,5.46,17.29,16.77,17.96,88.43
2142,Oberlin College,United States of America,5.56,22.99,7.25,18.79,21.04,12.8,88.43
2143,Universidade Federal de Ciencias da Saude de Porto Alegre,Brazil,14.06,22.44,10.06,15.78,12.57,13.34,88.25
2144,Lviv Polytech National University,Ukraine,6.98,17.53,11.51,16.37,15.08,20.77,88.24
2145,Shandong Jianzhu University,China,13.2,18.92,11.85,16.88,13.87,13.41,88.13
2146,Universidade Estadual do Norte Fluminense,Brazil,15.15,21.03,8.77,16.02,12.31,14.75,88.02
2147,Jan Dlugosz University,Poland,11.38,20.78,5.6,16.17,14.37,19.69,87.99
2148,Lafayette College,United States of America,8.49,21.39,7.88,17.84,17.93,14.34,87.88
2149,Eastern Michigan University,United States of America,10.73,20.34,9.37,17.46,14.84,15.07,87.81
2150,Providence University - Taiwan,Taiwan,7.94,22.12,6.55,19.65,16.66,14.81,87.73
2151,Shenyang Normal University,China,14.88,20.69,7.77,15.72,13.66,14.88,87.6
2152,Mahasarakham University,Thailand,12.31,21.2,7.65,15.12,12.02,19.24,87.55
2153,Goa University,India,6.59,24.63,4.36,16.63,19.9,15.39,87.49
2154,Tatung University,Taiwan,3.57,24.86,7.04,20.54,20.83,10.64,87.49
2155,Sechenov First Moscow State Medical University,Russia,19.82,16.61,13.94,10.55,7.51,18.92,87.35
2156,University of Tun Hussein Onn Malaysia,Malaysia,12.0,16.35,17.52,12.99,10.51,17.96,87.33
2157,Universita degli studi di Roma Foro Italico,Italy,9.03,22.47,5.51,16.57,16.14,17.55,87.27
2158,Wannan Medical College,China,13.49,25.44,6.83,17.89,17.03,6.58,87.26
2159,Bozok University,Turkey,12.46,21.85,9.48,17.37,15.66,10.35,87.17
2160,Halmstad University,Sweden,10.24,19.57,6.4,17.12,17.33,16.4,87.06
2161,Karnatak University,India,13.63,21.65,6.66,16.39,14.28,14.41,87.02
2162,University of Bolton,United Kingdom,1.36,22.24,4.87,18.48,20.11,19.78,86.84
2163,Anhui Polytechnic University,China,12.76,23.3,6.55,18.68,17.64,7.79,86.71
2164,University of Washington Bothell,United States of America,4.48,19.49,4.63,19.81,27.81,10.15,86.38
2165,Hubei Normal University,China,12.46,23.5,5.66,19.06,17.66,8.04,86.37
2166,Belgorod State University,Russia,9.03,21.01,6.14,15.83,17.88,16.46,86.35
2167,Pontificia Universidad Catolica del Ecuador,Ecuador,5.56,21.87,3.33,15.57,18.1,21.55,85.98
2168,Slovak Medical University Bratislava,Slovakia,4.92,23.16,8.06,15.5,14.96,19.29,85.9
2169,Cardiff Metropolitan University,United Kingdom,9.9,20.22,7.31,16.38,13.43,18.55,85.79
2170,Istanbul Bilgi University,Turkey,6.18,11.2,8.44,23.57,20.4,15.88,85.67
2171,University of Northern Colorado,United States of America,10.73,20.24,9.04,18.53,14.81,12.24,85.59
2172,Instituto Superior de Ciencias da Saude Egas Moniz,Portugal,11.22,21.99,5.39,14.73,14.94,17.29,85.56
2173,Pavlov First Saint Petersburg State Medical University,Russia,0.01,25.97,6.8,15.4,23.22,14.13,85.53
2174,Dalian Jiaotong University,China,10.9,22.46,10.48,18.62,16.06,6.87,85.38
2175,Maharshi Dayanand University,India,12.61,21.42,7.32,18.46,17.5,8.04,85.35
2176,University of the Philippines Los Banos,Philippines,8.67,17.94,7.84,14.52,15.88,20.41,85.26
2177,Bangalore University,India,12.0,21.41,7.57,16.31,13.62,14.27,85.18
2178,Universite Catholique de Lille,France,6.18,20.93,4.89,17.69,15.7,19.56,84.94
2179,Jingdezhen Ceramic Institute,China,5.77,23.15,8.39,18.38,20.44,8.75,84.89
2180,Kogakuin University,Japan,13.06,20.78,7.7,15.66,13.97,13.49,84.66
2181,UTP University of Science & Technology,Poland,14.06,19.11,11.03,15.52,10.74,14.2,84.66
2182,Jishou University,China,13.06,22.14,6.6,17.82,15.77,9.09,84.48
2183,Abdul Wali Khan University,Pakistan,13.78,18.87,5.22,13.36,12.19,20.77,84.2
2184,Escuela Superior de Administracion y Direccion de Empresas (ESADE),United States of America,4.48,18.44,1.9,19.1,22.24,17.91,84.07
2185,Kyoto Prefectural University,Japan,9.56,23.39,5.99,17.44,16.69,10.92,83.99
2186,Noguchi Memorial Institute for Medical Research,Ghana,5.98,21.52,2.77,14.93,17.51,21.17,83.88
2187,Port Said University,Egypt,10.41,19.94,6.05,13.59,11.93,21.85,83.77
2188,University Quebec Outaouais,Canada,10.07,18.06,6.32,17.2,15.15,16.91,83.72
2189,University of New England - USA,United States of America,10.07,22.41,7.08,16.93,15.39,11.82,83.7
2190,Pace University,United States of America,11.22,17.87,9.45,16.28,14.38,14.48,83.68
2191,Hubei University for Nationalities,China,9.38,21.23,6.01,18.88,17.36,10.64,83.51
2192,Cork Institute of Technology,Ireland,3.1,22.28,4.84,16.89,18.82,17.55,83.48
2193,University of Namibia,Namibia,5.14,21.42,3.73,13.32,17.86,21.99,83.46
2194,Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),Brazil,16.44,20.11,8.79,14.11,11.77,12.24,83.45
2195,Universidade de Caxias do Sul,Brazil,11.38,21.33,6.76,15.97,14.11,13.78,83.33
2196,SUNY New Paltz,United States of America,10.07,16.57,6.02,16.76,16.09,17.76,83.26
2197,North Maharashtra University,India,6.39,24.55,4.53,18.4,18.77,10.54,83.18
2198,Universite Moulay Ismail,Morocco,10.24,18.1,6.04,15.06,13.6,20.03,83.08
2199,Universidad Mayor de San Andres,Bolivia,5.98,20.98,2.24,14.93,16.51,22.45,83.08
2200,Universidad Catolica de Valencia San Vicente Martir,Spain,9.03,23.12,5.84,15.08,16.52,13.34,82.94
2201,Loyola Marymount University,United States of America,4.7,20.94,9.01,20.19,17.51,10.54,82.89
2202,University of Craiova,Romania,15.28,16.12,14.87,11.68,8.15,16.52,82.62
2203,College of New Jersey,United States of America,9.73,20.93,8.65,16.94,14.37,11.99,82.61
2204,Kochi University Technology,Japan,12.76,18.61,6.92,15.81,12.66,15.82,82.58
2205,Reed College - Oregon,United States of America,2.38,23.47,5.0,16.54,25.09,10.05,82.53
2206,Beijing Institute of Petrochemical Technology,China,16.82,19.27,6.31,13.12,11.15,15.64,82.3
2207,Nippon Dental University,Japan,7.75,22.61,4.27,14.11,17.82,15.7,82.26
2208,Universidad de Cuenca,Ecuador,0.56,23.08,1.9,14.51,25.14,16.96,82.16
2209,University of Washington Tacoma,United States of America,9.9,19.65,5.52,18.04,17.43,11.56,82.11
2210,Nan Kai University Technology,Taiwan,3.57,21.95,6.11,20.72,18.13,11.11,81.59
2211,Damietta University,Egypt,12.46,19.95,5.03,14.09,12.49,17.45,81.46
2212,University of Fort Hare,South Africa,14.88,17.39,8.94,13.95,10.35,15.82,81.33
2213,Universite Paris-VIII,France,7.37,16.02,11.03,17.88,12.38,16.57,81.25
2214,Southwest Forestry University - China,China,15.81,18.53,5.99,13.51,11.91,15.45,81.2
2215,National Kaohsiung Normal University,Taiwan,5.77,20.79,7.04,18.78,15.17,13.64,81.19
2216,Zhongnan University of Economics & Law,China,16.57,14.55,6.45,13.85,14.01,15.7,81.12
2217,Technical University Zvolen,Slovakia,12.61,17.3,6.32,12.07,13.82,18.83,80.96
2218,Shanxi Datong University,China,11.85,22.53,5.32,18.67,16.72,5.84,80.93
2219,Korea Aerospace University,South Korea,11.69,19.59,7.46,16.85,12.21,13.11,80.91
2220,Korea Maritime & Ocean University,South Korea,12.76,18.85,7.57,15.18,10.36,16.17,80.9
2221,Da Yeh University,Taiwan,11.54,21.28,7.51,17.58,13.64,9.31,80.87
2222,Okayama University of Science,Japan,12.0,20.48,7.28,14.13,11.27,15.7,80.85
2223,Hunan University of Chinese Medicine,China,17.42,19.68,5.46,13.84,11.89,12.49,80.78
2224,Beihua University,China,8.13,21.35,11.71,16.04,15.08,8.4,80.7
2225,"University of Technology, Iraq",Iraq,13.2,16.64,6.16,13.01,12.64,19.02,80.67
2226,Universite de Jijel,Algeria,4.48,18.67,3.94,17.0,18.52,18.01,80.62
2227,University of Skovde,Sweden,11.22,18.42,5.6,14.2,13.88,17.07,80.38
2228,Ming Chuan University,Taiwan,11.69,19.3,8.16,16.94,12.29,11.9,80.29
2229,Gakushuin University,Japan,4.7,23.79,5.03,16.64,17.38,12.72,80.27
2230,North Eastern Hill University,India,14.61,19.78,7.76,13.56,10.28,14.27,80.27
2231,University of Bahrain,Bahrain,2.86,19.8,4.27,16.43,16.53,20.33,80.22
2232,Tokushima Bunri University,Japan,7.75,22.59,6.22,14.96,12.79,15.64,79.96
2233,Bangladesh Agricultural University,Bangladesh,6.98,19.25,4.76,13.45,12.0,23.5,79.94
2234,Bauman Moscow State Technical University,Russia,14.88,14.1,14.55,14.27,8.36,13.71,79.88
2235,Voronezh State University,Russia,12.16,14.75,9.77,15.49,9.81,17.81,79.78
2236,Guangxi University of Nationalities,China,8.31,20.57,6.51,18.78,15.63,9.84,79.63
2237,Himachal Pradesh University,India,4.48,23.32,5.05,18.01,18.55,10.15,79.57
2238,Sodertorn University,Sweden,8.49,18.03,5.83,16.07,13.65,17.45,79.53
