Rank,University,Country,Article,Citation,Total Document,AIT,CIT,Collaboration,Total
537,Tianjin Medical University,China,63.06,67.44,29.0,53.53,42.01,42.0,297.04
538,State University of New York (SUNY) Albany,United States of America,52.57,65.94,26.81,60.13,51.32,39.94,296.71
539,Auburn University,United States of America,63.64,62.74,30.71,54.57,40.05,44.94,296.65
540,Hefei University of Technology,China,64.56,64.71,27.79,55.68,43.33,40.54,296.61
541,Beijing University of Posts & Telecommunications,China,62.77,59.51,33.84,58.0,42.58,39.63,296.32
542,Loughborough University,United Kingdom,59.6,62.36,29.43,55.6,41.33,48.0,296.32
543,Chung Ang University,South Korea,68.55,64.13,30.52,54.16,38.55,40.17,296.06
544,Chungnam National University,South Korea,64.56,64.44,30.25,53.5,39.22,44.02,296.0
545,University of Nice Sophia Antipolis,France,41.9,69.93,27.43,57.67,48.59,50.47,296.0
546,Western Sydney University,Australia,44.7,68.44,28.16,58.37,47.14,48.75,295.57
547,Quaid I Azam University,Pakistan,58.53,60.04,25.49,56.81,47.09,47.17,295.14
548,National Central University,Taiwan,54.58,62.5,28.34,58.61,45.91,45.12,295.06
549,Fourth Military Medical University,China,58.51,69.04,28.47,55.16,43.62,40.2,295.0
550,University of Arkansas Fayetteville,United States of America,60.68,62.79,29.73,55.59,41.97,44.1,294.86
551,Institut National Polytechnique de Toulouse,France,57.64,65.27,26.72,54.14,43.28,47.03,294.08
552,University of Sherbrooke,Canada,58.58,65.23,28.02,53.69,42.3,46.14,293.95
553,University of Wisconsin Milwaukee,United States of America,50.49,66.76,26.46,57.67,50.45,42.04,293.87
554,Tarbiat Modares University,Iran,66.08,63.65,29.88,53.97,39.48,40.48,293.54
555,Isfahan University of Technology,Iran,60.5,62.03,27.46,57.15,45.1,40.55,292.79
556,Inha University,South Korea,60.2,65.12,29.58,54.8,40.97,41.89,292.56
557,University of Salamanca,Spain,52.42,66.95,27.4,53.67,47.11,44.93,292.48
558,Syracuse University,United States of America,50.16,65.19,27.09,56.81,50.26,42.65,292.16
559,Catholic University of Korea,South Korea,65.43,66.5,33.11,51.39,38.17,37.54,292.15
560,Massey University,New Zealand,56.29,62.87,27.03,53.9,41.81,49.66,291.55
561,Indian Institute of Technology (IIT) - Delhi,India,64.6,62.58,29.73,54.34,40.9,38.87,291.02
562,Yeungnam University,South Korea,60.2,64.01,28.27,54.34,41.48,42.65,290.94
563,University of Canterbury,New Zealand,50.9,61.43,25.42,56.76,48.25,47.95,290.7
564,Heriot Watt University,United Kingdom,52.77,63.61,25.59,54.83,47.12,46.71,290.64
565,Universiti Kebangsaan Malaysia,Malaysia,57.39,62.65,32.47,51.84,39.96,46.27,290.59
566,Southwest Jiaotong University,China,65.87,60.35,28.74,53.9,39.91,41.5,290.27
567,Universitat Rovira i Virgili,Spain,53.3,64.62,25.46,55.96,44.93,45.67,289.94
568,Taipei Medical University,Taiwan,61.57,66.32,29.45,52.45,39.57,40.33,289.69
569,National Technical University of Athens,Greece,52.48,59.6,28.75,58.05,46.97,43.79,289.63
570,Institut National des Sciences Appliquees de Lyon - INSA Lyon,France,57.82,62.17,27.82,53.28,40.61,47.58,289.27
571,Moscow Institute of Physics & Technology,Russia,55.08,61.22,27.3,55.74,43.86,45.98,289.18
572,London School Economics & Political Science,United Kingdom,54.86,60.06,28.61,57.24,42.41,45.99,289.17
573,University of Crete,Greece,48.17,66.73,24.93,54.36,47.27,47.49,288.95
574,St Georges University London,United Kingdom,47.06,69.8,26.21,53.07,49.88,42.34,288.36
575,Palacky University Olomouc,Czech Republic,51.25,60.45,28.13,55.85,46.46,45.98,288.11
576,Indian Institute of Technology (IIT) - Madras,India,64.95,61.37,29.52,52.78,38.91,40.49,288.03
577,National University of La Plata,Argentina,57.62,57.6,27.8,54.76,42.6,47.58,287.95
578,Beijing University of Technology,China,63.78,61.92,30.11,53.09,39.25,39.24,287.38
579,Istanbul University,Turkey,58.38,63.12,33.97,51.5,37.74,42.6,287.31
580,Memorial University Newfoundland,Canada,55.76,63.22,27.35,52.65,43.15,44.58,286.7
581,Warsaw University of Technology,Poland,56.29,61.22,30.19,53.72,41.58,43.58,286.57
582,North China Electric Power University,China,63.33,60.66,33.5,51.18,39.41,38.43,286.51
583,Universidade Federal do Parana,Brazil,66.15,59.16,30.71,49.98,35.22,45.2,286.41
584,University of Bielefeld,Germany,50.87,65.13,25.52,53.49,45.25,45.59,285.85
585,Wenzhou Medical University,China,67.04,61.78,28.1,50.01,37.64,41.28,285.84
586,Saint Louis University,United States of America,56.39,64.89,29.44,52.72,42.25,39.67,285.36
587,Czech Technical University Prague,Czech Republic,51.9,57.11,30.31,55.06,45.31,45.67,285.36
588,University Hohenheim,Germany,45.53,59.3,20.51,54.09,65.63,40.3,285.35
589,China Medical University,China,60.72,65.47,29.17,51.62,39.26,38.55,284.8
590,University of Texas at San Antonio (UTSA),United States of America,53.59,64.24,25.83,53.31,44.69,42.78,284.45
591,Brunel University,United Kingdom,47.89,58.19,27.39,57.39,48.3,45.28,284.44
592,Brigham Young University,United States of America,54.75,64.35,27.95,55.15,44.17,37.92,284.3
593,Zhejiang University of Technology,China,62.7,62.71,27.45,52.42,39.92,38.69,283.88
594,Harbin Engineering University,China,60.93,61.14,29.04,54.29,42.56,35.73,283.7
595,Nanjing Normal University,China,60.13,63.66,25.33,54.05,42.64,37.77,283.59
596,Swinburne University of Technology,Australia,49.8,63.97,23.98,53.6,46.61,45.42,283.39
597,Harbin Medical University,China,58.6,65.82,27.4,51.76,40.38,39.33,283.3
598,Hohai University,China,65.57,57.9,29.95,50.95,36.22,42.56,283.15
599,University of Plymouth,United Kingdom,48.79,63.42,26.07,54.22,45.17,45.41,283.09
600,University of Brescia,Italy,53.27,64.19,26.91,51.55,43.06,43.56,282.55
601,Tokyo Metropolitan University,Japan,44.5,65.03,23.68,55.94,56.68,36.68,282.51
602,University of Navarra,Spain,50.0,64.65,27.27,52.18,44.85,43.42,282.37
603,Liverpool John Moores University,United Kingdom,49.93,63.32,23.78,51.73,46.01,47.28,282.06
604,University of Macau,Macao,60.29,59.22,25.88,53.39,41.79,41.19,281.77
605,University of Quebec Montreal,Canada,53.65,60.75,26.88,53.51,41.73,45.15,281.67
606,University of Calabria,Italy,49.8,60.03,25.77,56.03,46.98,42.94,281.56
607,Rensselaer Polytechnic Institute,United States of America,50.93,64.14,26.15,53.37,44.25,42.36,281.21
608,University of Messina,Italy,55.49,62.45,28.28,51.25,40.31,43.37,281.15
609,Comenius University Bratislava,Slovakia,47.64,57.35,27.85,54.58,46.77,46.77,280.97
610,University of Bayreuth,Germany,50.29,63.37,23.69,53.27,44.21,46.11,280.95
611,Universidad de Malaga,Spain,55.92,60.36,27.81,52.19,40.15,44.42,280.84
612,Concordia University - Canada,Canada,55.16,58.35,29.19,52.97,38.78,45.54,280.0
613,Tokyo Medical & Dental University (TMDU),Japan,57.16,65.53,27.13,51.01,41.15,37.65,279.63
614,University of Jinan,China,58.65,63.82,28.15,54.15,43.97,30.8,279.54
615,Universidad de Cantabria,Spain,41.99,64.5,23.28,56.52,53.6,39.5,279.39
616,University of Kent,United Kingdom,53.99,58.47,28.29,52.5,40.44,45.56,279.26
617,University of Patras,Greece,51.68,61.4,27.98,51.97,40.52,45.62,279.17
618,Seconda Universita degli Studi di Napoli,Italy,45.76,66.08,29.03,53.28,43.7,41.21,279.05
619,Istanbul Technical University,Turkey,54.05,56.36,28.63,54.94,44.21,40.27,278.46
620,Middle East Technical University,Turkey,51.96,55.77,28.5,56.04,45.41,40.27,277.95
621,Eotvos Lorand University,Hungary,50.74,56.93,25.06,54.62,45.42,45.16,277.93
622,University of Wyoming,United States of America,52.45,62.59,24.83,52.95,44.16,40.8,277.78
623,Universidade do Estado do Rio de Janeiro,Brazil,55.3,56.3,27.58,53.09,42.46,42.95,277.69
624,Yangzhou University,China,62.7,60.55,26.14,51.53,39.79,36.66,277.37
625,University of Texas Arlington,United States of America,49.0,57.91,26.83,55.48,46.36,41.62,277.2
626,San Diego State University,United States of America,54.61,61.33,26.6,52.72,41.7,39.8,276.76
627,University of Johannesburg,South Africa,53.71,54.22,26.93,52.83,44.65,44.24,276.58
628,University of Murcia,Spain,54.53,59.45,27.38,51.04,38.62,45.35,276.36
629,Baylor University,United States of America,50.07,60.0,26.69,54.37,46.65,38.27,276.05
630,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,50.03,55.94,27.72,55.08,44.98,42.29,276.04
631,Otto von Guericke University,Germany,50.71,61.47,27.0,51.05,41.17,44.32,275.73
632,Braunschweig University of Technology,Germany,52.33,61.34,26.2,50.32,40.2,45.17,275.55
633,Utah State University,United States of America,53.94,61.49,25.73,53.28,42.0,38.93,275.35
634,Kaohsiung Medical University,Taiwan,58.55,62.37,27.9,49.6,37.15,39.66,275.23
635,Qingdao University,China,63.66,59.97,26.98,50.17,38.81,35.51,275.1
636,University of Konstanz,Germany,50.55,61.48,24.23,50.85,41.57,46.38,275.06
637,Universidad de Castilla-La Mancha,Spain,54.94,59.91,26.5,50.33,38.24,45.11,275.02
638,University of Vigo,Spain,53.13,59.62,25.9,50.66,39.02,45.9,274.22
639,Semmelweis University,Hungary,51.06,61.67,27.37,48.35,39.14,46.4,274.0
640,South China Normal University,China,57.24,60.68,25.45,53.22,40.36,36.75,273.7
641,University of Udine,Italy,45.1,59.9,24.76,54.73,48.62,40.46,273.57
642,Kangwon National University,South Korea,56.23,56.85,26.52,52.54,43.36,38.0,273.5
643,Victoria University Wellington,New Zealand,52.17,58.08,26.41,50.69,38.22,47.5,273.08
644,University of Portsmouth,United Kingdom,47.35,61.84,22.63,50.45,47.46,43.24,272.97
645,National Sun Yat Sen University,Taiwan,54.75,59.65,27.16,51.42,37.78,41.71,272.47
646,Roma Tre University,Italy,47.93,56.3,24.95,54.76,46.13,42.36,272.43
647,Indian Institute of Technology (IIT) - Roorkee,India,57.87,60.45,27.04,51.0,39.76,36.22,272.32
648,King Fahd University of Petroleum & Minerals,Saudi Arabia,54.94,58.45,25.63,48.47,37.8,46.75,272.05
649,Norwegian University of Life Sciences,Norway,50.45,59.95,22.46,51.23,40.82,46.5,271.42
650,University of Graz,Austria,49.47,60.78,24.07,49.5,40.78,46.73,271.34
651,National Chung Hsing University,Taiwan,54.58,61.65,27.0,51.55,38.07,38.47,271.33
652,Hong Kong Baptist University,Hong Kong,49.54,62.0,23.93,53.09,43.51,38.72,270.8
653,Adam Mickiewicz University,Poland,57.52,57.56,25.82,49.33,36.0,44.53,270.77
654,Indian Institute of Technology (IIT) - Kanpur,India,57.29,59.28,26.74,50.74,38.43,38.11,270.6
655,Mississippi State University,United States of America,54.25,59.93,26.62,51.23,39.51,38.88,270.42
656,Kanazawa University,Japan,56.73,61.68,27.92,48.48,36.97,38.5,270.27
657,Northeast Normal University - China,China,55.86,63.04,24.35,51.82,42.78,32.37,270.22
658,University of Delhi,India,54.86,60.98,27.48,50.38,38.77,37.5,269.97
659,Iran University Science & Technology,Iran,59.69,59.68,27.15,50.92,36.93,35.53,269.89
660,Ain Shams University,Egypt,55.27,56.18,28.11,48.69,36.74,44.73,269.72
661,Shaanxi Normal University,China,60.34,59.72,25.04,51.06,39.21,34.28,269.65
662,National Taiwan University of Science & Technology,Taiwan,51.56,60.31,26.91,52.68,40.0,37.99,269.45
663,China Pharmaceutical University,China,59.9,62.2,24.58,50.22,39.42,32.88,269.21
664,University of North Texas Denton,United States of America,49.6,60.7,25.9,50.72,41.58,40.38,268.89
665,Ajou University,South Korea,56.42,60.45,27.68,49.38,37.4,37.34,268.67
666,University of New Hampshire,United States of America,50.0,60.67,24.09,51.18,42.33,40.13,268.39
667,Szeged University,Hungary,49.64,58.67,25.6,48.43,41.29,44.54,268.17
668,Banaras Hindu University,India,54.28,60.98,26.82,50.47,38.51,36.89,267.95
669,University of Hull,United Kingdom,48.73,59.46,26.5,49.25,39.6,44.33,267.86
670,Shinshu University,Japan,51.59,57.14,25.58,52.01,44.16,37.29,267.79
671,Universitat de Girona,Spain,48.76,61.6,24.14,49.35,40.92,42.94,267.7
672,Nanjing University of Posts & Telecommunications,China,55.73,58.84,25.79,52.57,41.91,32.27,267.11
673,Universidad de Cordoba,Spain,50.55,59.13,24.65,49.83,39.69,43.2,267.07
674,Vilnius University,Lithuania,45.83,55.33,25.42,53.48,44.64,42.34,267.04
675,South China Agricultural University,China,62.02,57.98,24.6,48.28,36.36,37.79,267.03
676,Universitat de les Illes Balears,Spain,44.98,59.67,21.79,51.46,45.56,43.46,266.92
677,University of Lubeck,Germany,43.65,62.26,23.43,50.13,45.82,41.29,266.57
678,Royal Holloway University London,United Kingdom,44.38,55.71,23.43,54.14,46.79,41.95,266.4
679,Universidade de Brasilia,Brazil,56.49,57.51,27.83,46.27,34.8,43.46,266.36
680,Kent State University,United States of America,47.21,61.33,24.19,51.27,43.48,38.58,266.05
681,Gyeongsang National University,South Korea,53.74,59.33,26.07,48.3,36.26,41.83,265.51
682,Mansoura University,Egypt,52.98,58.81,24.92,45.95,36.56,45.97,265.19
683,Marche Polytechnic University,Italy,49.5,59.35,26.44,49.4,40.02,40.43,265.15
684,Ningbo University,China,59.37,58.67,24.75,50.65,38.43,33.28,265.14
685,Northwest University Xi'an,China,51.37,62.0,24.85,50.8,40.28,35.78,265.09
686,Graz University of Technology,Austria,48.24,57.99,25.32,48.49,39.48,45.41,264.92
687,Ankara University,Turkey,49.47,54.08,29.21,51.34,42.36,38.05,264.5
688,University of Eastern Piedmont Amedeo Avogadro,Italy,39.59,59.26,22.61,53.92,49.83,39.22,264.43
689,Universite de Tunis-El-Manar,Tunisia,57.84,53.42,28.68,44.48,32.04,47.96,264.42
690,Universidad de Concepcion,Chile,51.12,56.69,24.07,47.15,37.82,47.54,264.39
691,University of Haifa,Israel,55.27,54.86,26.79,49.07,34.35,44.04,264.37
692,University of the Republic - Uruguay,Uruguay,48.66,58.57,23.32,46.94,40.16,46.66,264.3
693,Colorado School of Mines,United States of America,48.48,60.98,23.25,49.72,42.34,39.34,264.12
694,Open University - UK,United Kingdom,45.1,58.64,25.02,50.0,41.61,43.36,263.72
695,University of Missouri Kansas City,United States of America,45.06,63.21,24.28,50.01,44.2,36.35,263.11
696,Loyola University Chicago,United States of America,46.73,62.65,27.7,49.45,42.76,33.39,262.69
697,Universidade Federal de Pernambuco,Brazil,56.68,54.77,28.17,47.18,33.61,42.09,262.5
698,University of Bodenkultur Wien,Austria,45.64,58.92,22.43,49.64,40.71,45.12,262.46
699,University of Oklahoma - Oklahoma City,United States of America,46.32,63.16,25.72,48.91,42.58,35.57,262.26
700,Universidad Nacional de Colombia,Colombia,52.83,55.61,26.82,45.27,35.28,46.05,261.86
701,Tokyo University of Science,Japan,54.16,59.63,26.47,47.99,37.09,36.37,261.71
702,Niigata University,Japan,51.72,60.08,26.4,47.51,37.04,38.95,261.69
703,University of Ioannina,Greece,40.95,56.16,23.78,52.56,45.6,42.34,261.4
704,Scuola Normale Superiore di Pisa,Italy,37.95,58.0,19.35,54.77,49.54,41.67,261.27
705,Montana State University Bozeman,United States of America,45.57,59.99,22.08,50.66,45.5,37.26,261.06
706,University of Nevada Reno,United States of America,50.81,58.12,25.22,49.06,38.48,39.18,260.87
707,Universidade Federal de Sao Carlos,Brazil,56.65,55.71,26.12,46.77,34.34,41.19,260.78
708,University of Debrecen,Hungary,46.55,52.62,25.83,50.7,42.46,42.33,260.49
709,University of Salento,Italy,46.06,54.85,23.28,53.23,45.6,37.11,260.14
710,Old Dominion University,United States of America,45.57,56.17,23.39,51.76,45.44,37.66,259.99
711,Dongguk University,South Korea,56.68,56.96,25.77,47.08,35.23,38.07,259.78
712,Taiyuan University of Technology,China,59.44,57.23,25.03,47.79,36.09,33.89,259.46
713,Tampere University of Technology,Finland,45.6,56.91,24.67,48.98,40.67,42.47,259.31
714,Sejong University,South Korea,52.6,57.62,21.77,48.96,40.47,37.81,259.25
715,Universite d'Angers,France,46.55,59.96,24.06,47.25,39.78,41.01,258.61
716,Khalifa University of Science & Technology,United Arab Emirates,48.31,55.07,23.9,46.91,38.08,46.1,258.37
717,Qatar University,Qatar,51.25,53.76,23.39,45.38,37.08,47.39,258.26
718,Beijing Forestry University,China,56.18,57.87,23.85,47.0,36.22,36.85,257.98
719,Tilburg University,Netherlands,46.66,55.97,23.51,50.35,38.52,42.94,257.96
720,University of Fribourg,Switzerland,42.94,56.38,21.66,50.33,43.69,42.91,257.91
721,Ferdowsi University Mashhad,Iran,55.97,56.25,25.99,47.51,34.5,37.39,257.61
722,Shanxi University,China,59.03,56.11,22.41,48.43,36.57,34.93,257.49
723,Kumamoto University,Japan,51.47,58.98,26.57,46.25,36.07,37.99,257.33
724,University of Tabriz,Iran,56.34,56.51,24.36,47.29,35.87,36.69,257.06
725,Panjab University,India,43.9,55.86,23.24,53.07,47.21,33.72,256.99
726,Universitat d'Alacant,Spain,48.79,57.14,24.65,46.99,37.65,41.61,256.82
727,University of Arkansas Medical Sciences,United States of America,49.77,60.22,26.76,47.56,38.99,33.36,256.67
728,Guangzhou Medical University,China,58.58,57.87,24.69,44.84,34.75,35.57,256.29
729,University of Aquila,Italy,47.46,57.34,24.23,48.32,39.83,38.96,256.14
730,Ryerson University,Canada,50.0,54.84,25.81,48.25,36.02,41.15,256.06
731,Murdoch University,Australia,51.34,55.22,23.16,47.06,37.31,41.93,256.03
732,Wroclaw University of Science & Technology,Poland,52.68,54.42,27.97,46.95,34.63,39.3,255.95
733,Babes Bolyai University from Cluj,Romania,43.77,50.79,26.23,50.03,41.32,43.17,255.31
734,Gwangju Institute of Science & Technology,South Korea,47.06,58.4,22.49,49.17,39.37,38.67,255.16
735,Guangdong University of Technology,China,59.88,54.07,23.99,46.78,35.59,34.69,255.0
736,University of Toledo,United States of America,45.33,59.27,24.9,48.49,40.84,36.02,254.85
737,Jadavpur University,India,52.2,56.71,27.17,48.14,36.49,33.84,254.55
738,Universidad Carlos III de Madrid,Spain,49.93,51.8,25.12,48.14,35.45,44.04,254.49
739,Universite Jean Monnet,France,46.7,56.13,23.86,47.04,37.78,42.73,254.23
740,Universidade Federal do Ceara,Brazil,54.5,54.42,26.09,45.2,33.56,40.33,254.11
741,Tomsk State University,Russia,47.03,50.33,27.1,47.88,38.57,42.61,253.51
742,Ernst Moritz Arndt Universitat Greifswald,Germany,43.36,58.93,22.14,47.45,40.17,41.39,253.44
743,University of Akron,United States of America,45.06,58.36,23.62,48.01,39.77,38.44,253.26
744,Universite de Sfax,Tunisia,54.69,51.48,26.73,43.63,31.63,44.71,252.88
745,North West University - South Africa,South Africa,48.1,54.75,24.22,45.85,36.14,43.82,252.88
746,Ege University,Turkey,48.35,54.07,28.52,47.39,37.43,37.01,252.76
747,Universite de Bretagne Occidentale,France,47.14,56.37,22.54,46.47,37.6,42.58,252.7
748,Universidad de Alcala,Spain,48.1,56.18,23.71,46.47,37.51,40.63,252.61
749,Augusta University,United States of America,34.43,62.31,25.16,48.79,42.38,39.27,252.34
750,National Research University - Higher School of Economics,Russia,48.0,52.14,22.82,42.16,48.8,38.34,252.26
751,Anhui Medical University,China,54.39,57.84,25.04,45.64,35.52,33.81,252.25
752,Ohio University,United States of America,48.55,56.12,23.71,46.36,38.96,38.41,252.11
753,Universite de Bordeaux,France,22.56,63.09,22.19,53.32,48.41,42.43,252.0
754,Boston College,United States of America,44.7,58.11,24.41,49.21,40.94,34.51,251.88
755,Chungbuk National University,South Korea,52.36,55.82,25.29,46.18,34.53,37.66,251.84
756,G d'Annunzio University of Chieti-Pescara,Italy,46.81,57.36,24.04,45.9,37.46,40.16,251.71
757,University of Wroclaw,Poland,49.7,55.62,23.31,45.25,35.14,42.49,251.51
758,Brandeis University,United States of America,34.43,60.55,21.07,53.86,51.64,29.66,251.22
759,University of Nevada Las Vegas,United States of America,45.87,56.49,24.2,46.83,38.15,39.61,251.15
760,Polytechnic University of Bucharest,Romania,46.29,48.53,30.51,48.44,40.27,36.84,250.87
761,New Mexico State University,United States of America,43.86,57.85,21.74,47.31,42.12,37.78,250.66
762,Alexandria University,Egypt,53.27,52.48,25.7,41.99,30.61,46.54,250.59
763,Anhui University,China,51.53,57.0,23.55,49.56,38.62,30.3,250.56
764,Makerere University,Uganda,45.53,56.82,20.84,43.03,36.94,47.06,250.23
765,Shahid Beheshti University Medical Sciences,Iran,56.02,55.43,27.5,44.09,33.16,33.78,249.99
766,Northumbria University,United Kingdom,46.17,54.69,22.97,46.95,38.92,39.92,249.63
767,University of Idaho,United States of America,47.89,56.83,22.82,47.77,38.52,35.62,249.46
768,Kunming University of Science & Technology,China,57.42,54.17,27.9,45.15,33.3,31.43,249.35
769,American University of Beirut,Lebanon,46.17,55.42,24.43,43.84,35.59,43.55,249.01
770,Universite de Orleans,France,43.81,56.15,21.35,46.57,38.52,42.46,248.86
771,Universidad de Extremadura,Spain,44.58,56.58,22.52,46.77,40.23,38.11,248.8
772,Universitat Jaume I,Spain,43.44,56.74,22.05,46.61,40.73,39.09,248.65
773,Gachon University,South Korea,53.91,56.27,25.47,45.67,34.14,32.95,248.41
774,University of Maryland Baltimore County,United States of America,41.0,56.53,22.86,48.73,42.64,36.65,248.41
775,University of Waikato,New Zealand,36.14,49.3,19.57,49.61,56.26,37.51,248.38
776,Gazi University,Turkey,49.5,51.38,29.2,48.21,38.08,31.85,248.22
777,Hasselt University,Belgium,46.29,54.88,21.53,45.59,37.61,42.2,248.09
778,Universidad de Valladolid,Spain,49.5,53.84,24.4,44.94,34.18,41.2,248.07
779,Yokohama City University,Japan,47.46,60.01,24.46,45.54,38.45,31.82,247.74
780,Indian Institute of Technology (IIT) - Guwahati,India,54.28,55.8,24.49,45.86,35.51,31.8,247.73
781,University of Alaska Fairbanks,United States of America,43.06,56.82,21.28,47.75,39.94,38.83,247.67
782,Universite de Tours,France,46.06,55.5,22.96,45.61,36.43,41.04,247.6
783,Bangor University,United Kingdom,42.6,54.97,21.93,47.62,38.68,41.69,247.49
784,University of Sassari,Italy,44.62,56.64,21.85,45.74,38.03,40.59,247.47
785,City University London,United Kingdom,43.53,52.37,23.96,48.32,37.17,42.07,247.43
786,Yanshan University,China,52.11,55.4,24.06,47.88,36.98,30.97,247.41
787,Nagasaki University,Japan,50.36,55.4,25.97,44.07,33.28,38.1,247.18
788,University of Brighton,United Kingdom,43.23,56.57,24.01,44.97,38.68,39.16,246.62
789,Universite de Poitiers,France,46.99,54.64,22.84,45.0,35.42,41.68,246.58
790,Hangzhou Normal University,China,45.53,57.69,21.22,46.94,38.64,36.45,246.46
791,Keele University,United Kingdom,42.85,56.05,23.07,44.93,38.56,40.46,245.93
792,University of Cyprus,Greece,37.38,50.28,21.55,51.54,45.63,39.47,245.84
793,University of Insubria,Italy,44.38,56.5,21.84,44.91,38.6,39.45,245.68
794,Renmin University of China,China,49.27,53.68,23.03,45.69,35.17,38.81,245.65
795,Universidade Federal Fluminense,Brazil,50.52,52.4,25.91,44.23,31.52,40.65,245.22
796,University of Luxembourg,Luxembourg,40.58,53.05,22.28,46.42,39.9,42.85,245.09
797,Universite Paris 13,France,41.45,56.59,23.26,45.43,38.81,39.52,245.06
798,National University of Cordoba,Argentina,49.6,53.02,23.2,44.03,32.7,42.31,244.87
799,University of Limerick,Ireland,46.21,52.93,25.06,44.16,35.01,41.4,244.77
800,Budapest University of Technology & Economics,Hungary,48.79,52.7,25.29,43.09,32.87,41.46,244.2
801,Kazan Federal University,Russia,48.45,52.75,25.44,41.79,33.61,41.45,243.49
802,Chiang Mai University,Thailand,51.06,52.11,24.92,42.03,30.65,42.42,243.19
803,Zhejiang Normal University,China,44.22,57.05,20.24,48.38,41.48,31.8,243.17
804,Universidade Federal de Santa Maria (UFSM),Brazil,55.33,52.1,25.88,42.8,31.03,36.02,243.16
805,Nihon University,Japan,51.16,54.25,26.89,43.27,31.34,36.1,243.01
806,Xiangtan University,China,48.86,56.25,20.77,47.8,38.76,30.3,242.75
807,Cranfield University,United Kingdom,46.47,51.96,22.68,45.14,35.86,40.45,242.57
808,Rutgers State University Newark,United States of America,46.25,54.96,22.67,45.42,37.01,36.18,242.48
809,Bogazici University,Turkey,36.36,45.18,22.4,54.63,48.73,35.13,242.43
810,Kindai University (Kinki University),Japan,42.85,60.02,24.68,45.73,38.63,30.34,242.26
811,Universidad Autonoma Metropolitana - Mexico,Mexico,47.03,54.28,23.71,43.61,37.45,36.05,242.12
812,Orebro University,Sweden,44.38,56.4,20.55,44.09,37.57,38.62,241.61
813,ITMO University,Russia,51.5,47.38,26.42,41.76,31.11,42.95,241.13
814,Universidade Federal de Vicosa,Brazil,52.14,51.49,26.08,43.26,30.58,37.39,240.95
815,Aston University,United Kingdom,44.74,52.02,22.26,44.73,36.0,41.06,240.82
816,Medical University of Warsaw,Poland,46.59,54.77,26.11,42.91,34.93,35.44,240.75
817,University of Kaiserslautern,Germany,41.99,54.62,22.11,45.9,38.18,37.74,240.54
818,Guangxi University,China,54.53,52.34,23.35,43.59,32.5,33.9,240.22
819,University of Hertfordshire,United Kingdom,39.1,54.83,20.1,45.11,41.43,39.51,240.09
820,University of Mons,Belgium,33.6,51.9,18.83,50.44,46.68,38.1,239.54
821,Southern Illinois University,United States of America,45.02,53.65,24.28,45.53,35.05,35.99,239.52
822,Tokyo University of Agriculture & Technology,Japan,48.62,53.35,23.58,44.88,34.14,34.9,239.47
823,University of Essex,United Kingdom,43.86,49.95,23.04,45.8,35.94,40.72,239.32
824,Henan University,China,53.56,53.94,22.44,44.47,34.41,30.48,239.31
825,Lehigh University,United States of America,42.34,54.48,22.29,46.38,38.86,34.84,239.19
826,Universidade Federal do Rio Grande do Norte,Brazil,48.45,51.4,23.65,43.57,33.64,38.4,239.11
827,Anna University,India,47.75,53.29,26.95,44.85,32.82,33.24,238.9
828,University of North Carolina Charlotte,United States of America,44.14,52.76,24.82,45.68,36.7,34.48,238.59
829,Juntendo University,Japan,48.35,55.3,25.39,42.23,33.2,33.6,238.07
830,Ulster University,United Kingdom,40.95,52.0,23.18,44.81,35.91,41.15,238.01
831,Michigan Technological University,United States of America,43.9,53.38,21.87,44.94,36.72,36.95,237.76
832,University of Shanghai for Science & Technology,China,50.93,51.47,22.91,45.09,34.04,33.28,237.73
833,Missouri University of Science & Technology,United States of America,46.25,51.82,22.76,44.2,35.12,37.54,237.7
834,University of Split,Croatia,30.76,51.72,19.81,50.78,49.47,35.15,237.7
835,Inje University,South Korea,51.75,53.92,26.64,42.04,31.35,31.85,237.54
836,Lulea University of Technology,Sweden,45.29,51.13,21.24,43.15,35.62,41.01,237.44
837,Nantong University,China,53.68,54.24,24.0,43.95,32.93,28.52,237.32
838,Johannes Kepler University of Linz,Austria,41.32,52.15,22.6,44.0,36.1,40.73,236.89
839,Osaka City University,Japan,46.62,55.0,23.77,42.36,33.48,35.36,236.59
840,University of Rhode Island,United States of America,43.36,54.42,22.44,44.92,36.46,34.97,236.58
841,University of Bucharest,Romania,46.21,49.21,25.82,42.66,32.28,40.37,236.54
842,Hallym University,South Korea,54.36,53.21,26.22,40.9,30.2,31.59,236.48
843,Auckland University of Technology,New Zealand,39.54,54.58,20.23,43.79,40.01,38.08,236.24
844,Universitat Siegen,Germany,35.36,49.93,19.99,49.38,45.64,35.78,236.07
845,City College of New York (CUNY),United States of America,35.81,56.73,20.93,47.04,41.3,34.1,235.9
846,University of Massachusetts Boston,United States of America,39.88,55.2,21.5,46.5,40.26,32.15,235.49
847,University of Montana,United States of America,41.99,54.36,20.38,45.3,38.38,34.93,235.34
848,Dankook University,South Korea,48.76,53.25,24.31,43.7,32.69,31.89,234.6
849,Nicolaus Copernicus University,Poland,44.98,51.29,23.32,43.16,33.21,38.49,234.45
850,University of Stirling,United Kingdom,40.63,51.1,21.4,45.89,36.79,38.53,234.35
