Rank,Country,University,P,P(top 50%),PP(top 50%)
1064,Taiwan,Natl Def Med Ctr,919,373,40.6
1065,Brazil,Fed Univ Mato Grosso,917,331,36.0
1066,France,Univ Caen Normandy,917,468,51.0
1067,Iran,Univ Mazandaran,915,374,40.8
1068,Poland,Poznań Univ Life Sci,914,352,38.5
1069,Brazil,Univ Fed Espírito Santo,912,368,40.4
1070,France,Univ West Brittany,911,473,52.0
1071,China,Guangxi Normal Univ,910,428,47.0
1072,South Korea,Incheon Natl Univ,910,343,37.7
1073,Poland,Med Univ Białystok,909,332,36.5
1074,Turkey,Boğaziçi Univ,908,417,45.9
1075,China,GuangZhou Univ,906,469,51.7
1076,Turkey,Anadolu Univ,902,358,39.7
1077,South Korea,Kwangwoon Univ,901,344,38.2
1078,Belgium,Hasselt Univ,900,481,53.5
1079,Austria,Univ Vet Med Vienna,899,457,50.9
1080,Ireland,Dublin City Univ,898,436,48.5
1081,Finland,Åbo Akademi Univ,898,430,47.9
1082,United Kingdom,Univ Stirling,897,516,57.6
1083,United Arab Emirates,United Arab Emirates Univ,895,414,46.2
1084,Cyprus,Univ Cyprus,895,461,51.5
1085,China,Wenzhou Univ,895,474,53.0
1086,Germany,Chemnitz Univ Technol,893,397,44.5
1087,Greece,Democritus Univ Thrace,892,402,45.1
1088,United Kingdom,Keele Univ,891,476,53.5
1089,Iran,Univ Shahrood,890,378,42.4
1090,Poland,Wrocław Univ Environ & Life Sci,890,338,38.0
1091,Spain,Univ Almería,888,419,47.3
1092,Japan,Nagoya Inst Technol,887,279,31.5
1093,India,Annamalai Univ,885,417,47.1
1094,United States,City Coll New York,882,482,54.7
1095,China,Xinxiang Med Univ,880,353,40.1
1096,Romania,Polytech Univ Bucarest,877,335,38.2
1097,Poland,Univ Life Sci Lublin,877,298,34.0
1098,Canada,Brock Univ,876,426,48.6
1099,United States,Illinois Inst Technol,875,460,52.6
1100,China,Chongqing Univ Posts & Telecommun,874,415,47.5
1101,Mexico,Univ Guadalajara,872,272,31.2
1102,United States,Univ Maine - Orono,872,459,52.6
1103,India,Jamia Millia Islamia,872,446,51.2
1104,Canada,Inst Natl Recherche Sci,872,481,55.2
1105,Turkey,Eskişehir Osmangazi Univ,872,306,35.1
1106,Taiwan,Chung Yuan Christian Univ,871,359,41.2
1107,Turkey,Kocaeli Univ,867,311,35.9
1108,Iran,Sahand Univ Technol,864,389,45.1
1109,Germany,Univ Kassel,863,418,48.4
1110,Sweden,Örebro Univ,862,464,53.8
1111,Oman,Sultan Qaboos Univ,861,383,44.5
1112,Japan,Univ Yamanashi,859,319,37.1
1113,Australia,Australian Cath Univ,858,501,58.4
1114,United States,Univ Denver,856,455,53.2
1115,India,Pondicherry Univ,856,374,43.7
1116,South Korea,Dong-a Univ,855,331,38.7
1117,Iran,Univ Zanjan,855,383,44.8
1118,Hungary,Univ Pécs,852,339,39.8
1119,China,Hainan Univ,851,388,45.6
1120,United States,Univ Maryland - Baltimore County,851,413,48.6
1121,India,Tezpur Univ,850,361,42.5
1122,United States,Univ Massachusetts Boston,849,434,51.1
1123,India,Indian Stat Inst,849,360,42.5
1124,Japan,Jichi Med Univ,849,334,39.4
1125,Turkey,İnönü Univ,846,284,33.6
1126,Iran,Shahid Chamran Univ Ahwaz,843,346,41.0
1127,China,Univ S China,841,380,45.2
1128,United Kingdom,Manchester Metropolitan Univ,841,436,51.9
1129,China,Qingdao Agr Univ,841,414,49.2
1130,South Africa,Rhodes Univ,840,340,40.5
1131,China,Shandong Univ Technol,840,352,41.9
1132,Japan,Ritsumeikan Univ,839,283,33.7
1133,Ghana,Univ Ghana,838,325,38.7
1134,Spain,Univ Lleida,838,424,50.6
1135,India,Bharathiar Univ,836,390,46.6
1136,France,Univ Burgundy,835,425,50.9
1137,Poland,W Pomeranian Univ Technol - Szczecin,835,267,32.0
1138,United States,Coll William & Mary,834,414,49.6
1139,United States,S Dakota State Univ,834,432,51.8
1140,China,Chengdu Univ Technol,832,333,40.1
1141,Germany,Paderborn Univ,832,429,51.6
1142,United States,Univ California - Merced,831,489,58.8
1143,Brazil,Univ Fed Juiz de Fora,830,336,40.5
1144,France,Univ Orléans,830,407,49.1
1145,United States,Brandeis Univ,829,502,60.6
1146,Iran,Univ Yazd,829,331,39.9
1147,Slovakia,Slovak Univ Technol Bratislava,829,288,34.7
1148,Canada,Univ Regina,829,392,47.3
1149,United States,Univ N Carolina - Greensboro,828,425,51.3
1150,Australia,Edith Cowan Univ,828,430,52.0
1151,South Korea,Keimyung Univ,827,321,38.8
1152,China,China Acad Chin Med Sci,827,371,44.9
1153,China,N China Univ Sci & Technol,826,328,39.7
1154,United Kingdom,Coventry Univ,826,431,52.2
1155,United States,Univ Montana,826,475,57.6
1156,China,Henan Agr Univ,825,365,44.2
1157,China,Shanxi Med Univ,822,321,39.1
1158,China,Inner Mongolia Univ,821,366,44.6
1159,Uganda,Makerere Univ,821,388,47.2
1160,United States,Texas State Univ,820,355,43.3
1161,China,Yangtze Univ,818,321,39.2
1162,Japan,Hirosaki Univ,817,294,36.0
1163,Poland,Univ Agr Kraków,814,299,36.8
1164,Australia,Univ Canberra,813,416,51.2
1165,Finland,Lappeenranta Univ Technol,813,421,51.7
1166,South Korea,Hongik Univ,810,232,28.7
1167,Austria,Univ Salzburg,809,433,53.5
1168,China,Tianjin Normal Univ,808,339,41.9
1169,United States,Wright State Univ,807,362,44.8
1170,South Korea,Soongsil Univ,807,260,32.2
1171,France,Univ Angers,806,394,48.9
1172,United States,Univ Puerto Rico - Rio Piedras,804,327,40.7
1173,Turkey,Yüzüncü Yıl Univ,804,266,33.1
1174,Russia,ITMO Univ,803,362,45.2
1175,Japan,Nagoya City Univ,802,328,40.8
1176,Japan,Shimane Univ,801,290,36.3
