Rank,Country,University,P,P(top 50%),PP(top 50%)
530,United Kingdom,Univ Aberdeen,2450,1417,57.9
531,Australia,La Trobe Univ,2441,1271,52.0
532,Portugal,Univ Minho,2431,1247,51.3
533,South Korea,Ewha Womans Univ,2428,1113,45.8
534,United Kingdom,Univ Leicester,2413,1334,55.3
535,Czech Republic,Masaryk Univ,2412,1095,45.4
536,United Kingdom,Lancaster Univ,2411,1362,56.5
537,China,Northeast Normal Univ,2398,1213,50.6
538,Chile,Pontificia Univ Católica Chile,2387,1157,48.5
539,Finland,Univ East Finland,2383,1199,50.3
540,Germany,Philipps-Univ Marburg,2380,1288,54.1
541,United Kingdom,Loughborough Univ,2378,1306,54.9
542,Turkey,İstanbul Tech Univ,2377,986,41.5
543,Poland,Adam Mickiewicz Univ Poznan,2374,981,41.3
544,China,Sichuan Agr Univ,2367,1071,45.3
545,Canada,York Univ,2365,1189,50.3
546,China,Nanjing Univ Info Sci & Technol,2360,1192,50.5
547,United States,Florida Intl Univ,2342,1163,49.7
548,China,Univ Jinan,2337,1226,52.5
549,India,Jadavpur Univ,2334,1017,43.6
550,China,Nanjing Normal Univ,2328,1178,50.6
551,India,All India Inst Med Sci,2327,832,35.8
552,United Kingdom,London Sch Hyg & Trop Med,2315,1489,64.3
553,Portugal,Univ Nova Lisboa,2312,1180,51.0
554,Italy,Univ Messina,2312,1118,48.4
555,Taiwan,China Med Univ - Taiwan,2308,1088,47.2
556,France,Univ Nantes,2306,1215,52.7
557,United States,Med Coll Wisconsin,2299,1215,52.8
558,France,Univ Rennes 1,2289,1199,52.4
559,China,Nantong Univ,2285,1052,46.1
560,Italy,Univ Parma,2279,1152,50.6
561,Australia,James Cook Univ,2277,1244,54.7
562,China,Henan Univ,2276,1123,49.3
563,Egypt,Ain Shams Univ,2270,901,39.7
564,China,Guangdong Univ Technol,2268,1213,53.5
565,United States,Oklahoma State Univ - Stillwater,2267,1080,47.6
566,United States,Thomas Jefferson Univ,2267,1317,58.1
567,Greece,Natl Tech Univ Athens,2254,1125,49.9
568,Japan,Waseda Univ,2252,851,37.8
569,United States,Univ Texas - Dallas,2252,1275,56.6
570,Turkey,Ege Univ,2250,781,34.7
571,South Korea,Ajou Univ,2234,971,43.5
572,Germany,Univ Rostock,2229,1121,50.3
573,Canada,Mem Univ Newfoundland,2227,1069,48.0
574,Brazil,Fed Univ Pernambuco,2216,859,38.8
575,United Kingdom,Univ Sussex,2215,1292,58.3
576,China,Guangzhou Med Univ,2215,1034,46.7
577,United States,Tulane Univ,2211,1175,53.2
578,Australia,West Sydney Univ,2200,1161,52.8
579,Germany,Gottfried Wilhelm Leibniz Univ Hannover,2198,1090,49.6
580,United Kingdom,Univ Reading,2197,1276,58.1
581,Canada,Univ Victoria,2197,1177,53.6
582,China,Shanxi Univ,2195,1013,46.2
583,Canada,Concordia Univ,2192,1111,50.7
584,Poland,Wrocław Univ Sci & Technol,2182,866,39.7
585,Turkey,Middle E Tech Univ,2176,929,42.7
586,United Kingdom,Univ St Andrews,2174,1266,58.2
587,China,Nanjing Univ Posts & Telecom,2174,1045,48.1
588,China,Fujian Med Univ,2173,943,43.4
589,United States,Georgetown Univ,2173,1152,53.0
590,United States,Brigham Young Univ,2169,1032,47.6
591,United States,Georgia State Univ,2165,1152,53.2
592,Japan,Kanazawa Univ,2161,875,40.5
593,Iran,Shahid Beheshti Univ,2160,964,44.7
594,Italy,Univ Salerno,2154,1181,54.8
595,Taiwan,Taipei Med Univ,2148,1001,46.6
596,China,Guangxi Med Univ,2143,859,40.1
597,China,Univ Macau,2143,1216,56.7
598,Poland,Warsaw Univ Technol,2138,835,39.1
599,United States,Univ Mississippi,2137,1072,50.1
600,United States,Univ Alabama - Tuscaloosa,2136,1078,50.5
601,Spain,Univ Murcia,2135,993,46.5
602,United Kingdom,Univ Surrey,2131,1199,56.3
603,United Kingdom,Univ Strathclyde,2129,1159,54.5
604,Austria,Univ Innsbruck,2124,1080,50.8
605,United States,Univ Arkansas - Fayetteville,2109,967,45.8
606,Iran,Islamic Azad Univ Sci & Res Tehran,2109,724,34.3
607,Taiwan,Natl Taiwan Univ Sci & Technol,2102,944,44.9
608,Israel,Univ Haifa,2101,863,41.1
609,Canada,Univ Sherbrooke,2099,1062,50.6
610,New Zealand,Massey Univ,2094,1005,48.0
611,Spain,Univ Castilla-La Mancha,2093,1044,49.9
612,Turkey,Gazi Univ,2085,816,39.1
613,France,Inst Polytech Paris,2079,1120,53.9
614,South Korea,Dongguk Univ,2071,857,41.4
615,Taiwan,Natl Cent Univ,2070,835,40.3
616,China,Anhui Univ,2067,1014,49.0
617,China,Hebei Med Univ,2060,839,40.8
618,United States,Rush Univ,2055,1096,53.3
619,China,Univ Shanghai Sci & Technol,2043,944,46.2
620,South Korea,Kangwon Natl Univ,2036,691,33.9
621,Poland,Med Univ Warsaw,2029,726,35.8
622,Brazil,Fed Univ São Carlos,2018,896,44.4
623,South Korea,Ulsan Natl Inst Sci & Technol,2016,1173,58.2
624,Pakistan,COMSATS Inst Info Technol,2013,896,44.5
625,Japan,Nihon Univ,2011,640,31.8
626,Brazil,Univ Brasília,2007,814,40.6
627,United States,Univ Vermont,2006,1068,53.2
628,Italy,Univ Cagliari,2002,979,48.9
629,Taiwan,Natl Chung Hsing Univ,2000,860,43.0
630,United Kingdom,Univ E Anglia,1997,1208,60.5
631,South Korea,Gyeongsang Natl Univ,1979,795,40.2
632,China,Dalian Med Univ,1977,962,48.6
633,Turkey,Ankara Univ,1972,662,33.6
634,Germany,Martin Luther Univ Halle-Wittenberg,1971,950,48.2
635,Norway,UiT Artic Univ Norway,1970,998,50.7
636,Canada,Carleton Univ,1961,963,49.1
637,Argentina,Univ Nal La Plata,1961,738,37.7
638,Italy,Univ Modena & Reggio Emilia,1957,984,50.3
639,United States,Univ Massachusetts Med Sch,1944,1260,64.8
640,Italy,Univ Verona,1942,1036,53.3
641,Brazil,Fed Univ Santa Maria,1940,785,40.5
642,Greece,Univ Patras,1937,901,46.5
643,Taiwan,Kaohsiung Med Univ,1935,823,42.5
644,Spain,Univ Malaga,1935,960,49.6
645,China,Zhejiang Sci-Tech Univ,1931,906,46.9
646,Finland,Univ Jyväskylä,1929,996,51.6
647,Estonia,Univ Tartu,1927,889,46.1
648,United Kingdom,London Sch Econ & Polit Sci,1927,1151,59.7
649,China,Southwest Petrol Univ,1924,896,46.6
650,Italy,Univ Campania Luigi Vanvitelli,1922,1024,53.3
651,United States,Univ California - Santa Cruz,1912,1203,62.9
652,Ireland,Natl Univ Ireland - Galway,1908,995,52.1
653,Germany,Univ Bremen,1903,974,51.2
654,Thailand,Chiang Mai Univ,1903,719,37.8
655,Japan,Tokyo Univ Sci,1897,658,34.7
656,China,Xi'An Univ Technol,1894,821,43.3
657,China,Henan Normal Univ,1890,859,45.4
658,Italy,Univ Trento,1889,1054,55.8
659,United States,Utah State Univ,1889,954,50.5
660,Japan,Kumamoto Univ,1888,794,42.0
661,Italy,Univ Ferrara,1884,908,48.2
662,Iran,Tabriz Univ Med Sci,1878,852,45.3
663,Japan,Tokyo Med & Dent Univ,1878,811,43.2
664,Egypt,Mansoura Univ,1870,851,45.5
665,United States,George Mason Univ,1868,941,50.4
666,Spain,Univ Vigo,1864,901,48.3
667,United States,Mississippi State Univ,1858,815,43.9
668,China,Xiangtan Univ,1851,872,47.1
669,United Kingdom,Swansea Univ,1851,1015,54.8
670,United States,Univ Oregon,1839,1062,57.7
671,China,Shenyang Pharmaceut Univ,1837,904,49.2
672,Tunisia,Univ Tunis El Manar,1834,636,34.7
673,Egypt,Alexandria Univ,1832,745,40.7
674,Czech Republic,Palacký Univ Olomouc,1817,837,46.1
675,China,Guangxi Univ,1811,824,45.5
676,Canada,Ryerson Univ,1807,901,49.9
677,Brazil,Univ Fed Viçosa,1799,742,41.3
678,Italy,Univ Politec Marche,1785,964,54.0
679,France,Univ Clermont-Auvergne,1784,914,51.2
680,Serbia,Univ Novi Sad,1783,651,36.5
681,United States,Univ N Texas,1779,834,46.9
682,Italy,Univ Calabria,1776,931,52.4
683,South Korea,Chungbuk Natl Univ,1776,680,38.3
684,Slovakia,Comenius Univ Bratislava,1765,605,34.3
685,South Korea,Hallym Univ,1762,670,38.0
686,United States,St Louis Univ,1752,823,47.0
687,India,Postgrad Inst Med Educ & Res,1752,617,35.2
688,Brazil,Univ Fed Ceará,1750,771,44.1
689,Spain,Univ Salamanca,1748,830,47.5
690,Brazil,Univ Fed Fluminense,1748,708,40.5
691,Spain,Univ Alicante,1745,828,47.4
692,China,Northeast Agr Univ,1745,765,43.9
693,China,Cent China Normal Univ,1741,931,53.5
694,United States,Univ Texas - Med Branch - Galveston,1740,976,56.1
695,India,Indian Inst Technol (Indian Sch Mines),1740,838,48.2
696,United States,Univ Nebraska Med Ctr,1739,900,51.8
697,Iran,KN Toosi Univ Technol,1738,814,46.8
698,India,Univ Calcutta,1736,664,38.2
699,China,Tianjin Polytech Univ,1732,750,43.3
700,Hungary,Univ Szeged,1725,651,37.7
701,China,Shandong Agr Univ,1717,848,49.4
702,Japan,Tokyo Univ Agr & Technol,1710,588,34.4
703,United States,Univ Wisconsin - Milwaukee,1707,874,51.2
704,Taiwan,Natl Sun Yat-sen Univ,1701,735,43.2
705,India,Natl Inst Technol Rourkela,1696,881,52.0
706,United Kingdom,Univ Dundee,1695,982,57.9
707,Germany,Otto von Guericke Univ Magdeburg,1694,867,51.2
708,Japan,Nagasaki Univ,1688,621,36.8
709,Poland,Poznań Univ Med Sci,1684,607,36.1
710,Germany,TU Dortmund Univ,1680,799,47.6
711,South Korea,Gachon Univ,1679,658,39.2
712,South Korea,Dankook Univ,1678,637,38.0
713,China,Fujian Agr & Forestry Univ,1674,838,50.1
714,China,Northeast Forestry Univ,1673,754,45.1
715,Turkey,Dokuz Eylül Univ,1670,634,38.0
716,Spain,Univ Rovira & Virgili,1668,904,54.2
717,China,Changzhou Univ,1667,749,45.0
718,Canada,Univ Quebec Montreal,1666,837,50.2
719,Australia,Swinburne Univ Technol,1663,908,54.6
720,Poland,Nicolaus Copernicus Univ Toruń,1661,655,39.4
721,Spain,Univ Cordoba,1656,818,49.4
722,Germany,Univ Bayreuth,1653,873,52.8
723,Germany,Univ Potsdam,1652,882,53.4
724,United States,Univ Arkansas Med Sci - Little Rock,1652,836,50.6
725,Austria,Univ Nat Resources & Life Sci - Vienna,1650,935,56.7
726,South Korea,Pukyong Natl Univ,1648,635,38.5
727,United States,Univ Texas - Hlth Sci Ctr - San Antonio,1647,916,55.6
728,Japan,Shinsu Univ,1645,599,36.4
729,Taiwan,Natl Taipei Univ Technol,1638,688,42.0
730,Italy,Univ Siena,1636,826,50.5
731,Poland,Łódź Univ Technol,1631,654,40.1
732,Brazil,Fed Univ Rio Grande do Norte,1628,661,40.6
733,United States,Rensselaer Polytech Inst,1628,849,52.2
734,China,Shandong Univ Sci & Technol,1626,924,56.8
735,Poland,Univ Wrocław,1621,679,41.9
736,Spain,Univ Valladolid,1616,720,44.5
737,Germany,Bielefeld Univ,1615,875,54.1
738,New Zealand,Victoria Univ Wellington,1614,792,49.1
739,Thailand,Khon Kaen Univ,1603,615,38.4
740,South Korea,Sejong Univ,1602,741,46.3
741,Iran,Mashhad Univ Med Sci,1599,763,47.7
742,United Kingdom,Univ Kent,1592,852,53.5
743,Argentina,Natl Univ Cordoba,1591,633,39.8
744,United States,Univ Nevada - Reno,1588,838,52.8
745,Lebanon,American Univ Beirut,1586,723,45.6
746,Germany,Tech Univ Braunschweig,1576,775,49.1
747,China,Qingdao Univ Sci & Technol,1576,769,48.8
748,United States,Univ Wyoming,1572,786,50.0
749,Germany,Univ Greifswald,1571,763,48.6
750,Spain,Carlos III Univ Madrid,1570,761,48.5
751,Italy,Brescia Univ,1569,814,51.9
752,China,Hebei Univ Technol,1568,674,43.0
753,China,Shandong Normal Univ,1566,836,53.4
754,Japan,Niigata Univ,1563,599,38.3
755,Poland,Silesian Univ Technol,1554,613,39.4
756,Iran,Shiraz Univ Med Sci,1552,534,34.4
757,Colombia,Univ Natl Colombia,1552,595,38.3
758,France,Univ Paris-Est Créteil Val de Marne,1552,886,57.1
759,India,Aligarh Muslim Univ,1551,758,48.9
760,United States,Univ Albany - SUNY,1548,813,52.5
761,Austria,Med Univ Innsbruck,1547,831,53.7
762,Iran,Univ Isfahan,1546,599,38.8
763,Hungary,Univ Debrecen,1546,606,39.2
764,Hungary,Budapest Univ Technol & Econ,1545,667,43.2
765,Poland,Med Univ Lódz,1538,564,36.6
766,South Korea,Gwangju Inst Sci & Technol,1538,702,45.7
767,France,Univ Côte d’Azur,1537,833,54.2
768,United States,Univ Akron,1535,816,53.1
769,South Africa,Univ Johannesburg,1535,689,44.9
770,Iran,Univ Guilan,1530,661,43.2
771,United States,N Dakota State Univ,1530,684,44.7
772,United States,Syracuse Univ,1529,829,54.2
773,Germany,Univ Konstanz,1524,853,55.9
774,Turkey,Yıldız Tech Univ,1524,556,36.5
775,United States,Univ Texas - Arlington,1523,728,47.8
776,China,Renmin Univ China,1523,761,50.0
777,Turkey,Atatürk Univ,1523,591,38.8
778,China,Hangzhou Dianzi Univ,1517,753,49.7
779,Czech Republic,Czech Tech Univ Prague,1516,566,37.3
780,China,Hebei Univ,1515,608,40.2
781,China,Nanjing Forestry Univ,1514,714,47.2
782,India,Panjab Univ,1510,752,49.8
783,South Korea,Inje Univ,1505,522,34.7
784,Turkey,Erciyes Univ,1505,603,40.1
785,United States,San Diego State Univ,1501,761,50.7
786,China,Chang'an Univ,1501,654,43.6
787,China,Northwest Normal Univ,1497,653,43.7
788,Austria,Graz Univ Technol,1494,775,51.9
789,Japan,Tokushima Univ,1488,566,38.0
790,Austria,Univ Graz,1486,784,52.7
791,New Zealand,Univ Canterbury,1485,677,45.6
792,Iran,Univ Kashan,1484,778,52.4
793,Brazil,State Univ Maringá,1477,589,39.9
794,China,Yunnan Univ,1475,674,45.7
795,Poland,Gdańsk Univ Technol,1472,660,44.8
796,Ireland,Univ Limerick,1472,789,53.6
797,China,Capital Normal Univ,1468,673,45.8
798,Lithuania,Vilnius Univ,1466,543,37.0
799,Japan,Kindai Univ,1461,526,36.0
800,Egypt,Zagazig Univ,1460,670,45.9
801,India,Thapar Inst Engn & Technol,1458,649,44.5
802,China,Henan Univ Sci & Technol,1456,545,37.4
803,Austria,Med Univ Graz,1455,781,53.7
804,United States,Augusta Univ,1453,766,52.7
805,Germany,Carl von Ossietzky Univ Oldenburg,1453,717,49.4
806,United States,Univ Texas - San Antonio,1452,737,50.8
807,United States,Kent State Univ,1441,743,51.5
808,Thailand,Prince Songkla Univ,1423,537,37.7
809,United Arab Emirates,Khalifa Univ Sci & Technol,1421,804,56.6
810,United Kingdom,Univ Plymouth,1421,794,55.9
811,United States,Missouri Univ Sci & Technol,1420,762,53.7
812,Poland,Med Univ Silesia,1417,471,33.2
813,Italy,Univ Trieste,1414,684,48.4
814,China,Nanjing Univ Chin Med,1413,713,50.5
815,United States,Univ Toledo,1412,735,52.1
816,United States,Baylor Univ,1409,683,48.5
817,United States,Loyola Univ Chicago,1408,684,48.6
818,Germany,Univ Hohenheim,1407,726,51.6
819,China,Hunan Normal Univ,1407,662,47.1
820,Poland,Univ Warmia & Mazury Olsztyn,1406,473,33.7
821,Japan,Osaka Prefect Univ,1405,470,33.4
822,Italy,Gabriele d'Annunzio Univ,1403,716,51.0
823,Japan,Osaka City Univ,1402,555,39.6
824,China,Shanghai Univ Tradit Chinese Med,1402,745,53.2
825,Poland,Univ Silesia Katowice,1398,504,36.0
826,China,Zhejiang Normal Univ,1397,791,56.6
827,Uruguay,Univ Republic,1395,605,43.4
828,Chile,Univ Concepción,1391,569,40.9
829,United States,South Illinois Univ - Carbondale,1386,657,47.4
830,Australia,Murdoch Univ,1380,663,48.0
831,Brazil,Univ Fed Goiás,1380,575,41.7
832,Japan,Juntendo Univ,1378,572,41.6
833,South Africa,North-West Univ,1376,580,42.1
834,France,Gustave Eiffel Univ,1374,726,52.8
835,Pakistan,Univ Punjab,1370,481,35.1
836,Spain,Univ Extremadura,1366,640,46.8
837,Qatar,Qatar Univ,1363,700,51.3
838,Spain,Pompeu Fabra Univ,1358,790,58.1
839,France,Univ Versailles Saint-Quentin-en-Yvelines,1358,715,52.7
840,Turkey,Marmara Univ,1354,489,36.1
841,China,Henan Polytech Univ,1353,539,39.8
842,France,Univ Tours,1350,709,52.5
843,Italy,Univ l'Aquila,1346,732,54.4
844,United Kingdom,Cranfield Univ,1346,712,52.9
845,China,Huaqiao Univ,1346,653,48.5
846,United States,Boston Coll,1343,788,58.7
847,Tunisia,Univ Monastir,1342,518,38.6
848,United States,Colorado Sch Mines,1339,779,58.2
849,China,Tianjin Univ Sci & Technol,1338,607,45.3
850,Brazil,Univ Fed Bahia,1338,544,40.7
851,China,Hong Kong Baptist Univ,1337,759,56.7
852,China,Wuhan Univ Sci & Technol,1335,685,51.3
853,Spain,Univ Cantabria,1332,686,51.5
854,India,Univ Hyderabad,1325,580,43.8
855,Spain,Univ Navarra,1321,715,54.1
856,Norway,Norwegian Univ Life Sci,1318,681,51.7
857,United Kingdom,Brunel Univ London,1318,700,53.1
858,United States,Univ Idaho,1313,663,50.5
859,China,N Univ China,1311,520,39.7
860,Brazil,Rio de Janeiro State Univ,1308,481,36.8
861,Poland,Wrocław Med Univ,1308,443,33.9
862,Japan,Gifu Univ,1304,461,35.3
863,Poland,Univ Łódź,1299,504,38.8
864,France,Univ Poitiers,1297,622,48.0
865,India,Inst Chem Technol,1293,645,49.8
866,Hungary,Eötvös Loránd Univ,1293,544,42.0
867,United States,Univ Nevada - Las Vegas,1286,602,46.8
868,Japan,Kagoshima Univ,1285,433,33.7
869,Turkey,Karadeniz Tech Univ,1283,501,39.1
870,Poland,Univ Gdańsk,1282,503,39.2
871,United States,Univ N Carolina - Charlotte,1282,640,50.0
872,United States,Univ New Hampshire,1282,699,54.5
873,United Kingdom,Heriot-Watt Univ,1280,693,54.2
874,Iran,Isfahan Univ Med Sci,1280,459,35.8
875,Hungary,Semmelweis Univ,1275,564,44.2
876,Iran,Iran Univ Med Sci,1274,486,38.2
877,Spain,Univ Alcalá,1271,638,50.2
878,Japan,Kitasato Univ,1271,472,37.1
879,South Korea,Chosun Univ,1268,436,34.4
880,South Korea,Sogang Univ,1267,507,40.0
881,China,Jiangxi Normal Univ,1266,567,44.8
882,South Korea,Soonchunhyang Univ,1265,444,35.1
883,China,Shantou Univ,1262,623,49.4
884,United States,Montana State Univ,1261,624,49.4
885,Japan,Gunma Univ,1258,461,36.6
886,Russia,Novosibirsk State Univ,1258,463,36.8
887,Iran,Semnan Univ,1253,636,50.8
888,Czech Republic,Brno Univ Technol,1251,485,38.8
889,Sweden,Luleå Univ Technol,1250,602,48.1
890,India,Manipal Acad High Educ,1246,487,39.1
891,China,Jiangsu Normal Univ,1243,632,50.8
892,Thailand,Kasetsart Univ,1243,453,36.5
893,China,Beijing Univ Chin Med,1241,527,42.4
894,United States,Lehigh Univ,1236,616,49.8
895,China,Shaanxi Univ Sci & Technol,1234,611,49.5
896,China,Guizhou Univ,1234,482,39.1
897,United States,Ohio Univ,1234,587,47.5
898,Iceland,Univ Iceland,1233,619,50.2
899,United States,Univ Missouri - Kansas City,1230,618,50.2
900,Italy,Vita-Salute San Raffaele Univ,1230,736,59.8
901,United States,Michigan Technol Univ,1230,611,49.7
902,Italy,Roma Tre Univ,1229,667,54.2
903,Iran,Shahid Bahonar Univ Kerman,1229,501,40.8
904,Taiwan,Natl Taiwan Normal Univ,1227,502,40.9
905,Japan,Yokohama City Univ,1224,548,44.8
906,Turkey,Akdeniz Univ,1223,457,37.3
907,United States,E Carolina Univ,1222,537,43.9
908,Poland,Warsaw Univ Life Sci,1222,483,39.6
909,Spain,Univ Jaume I,1219,617,50.6
910,Czech Republic,Univ Chem & Technol - Prague,1219,482,39.6
911,Japan,Ehime Univ,1219,387,31.7
912,Greece,Univ Thessaly,1214,591,48.6
913,France,Univ Rouen,1209,602,49.8
914,Greece,Univ Ioannina,1205,574,47.6
915,Austria,Johannes Kepler Univ Linz,1203,608,50.6
916,Iran,Razi Univ,1200,527,43.9
917,Spain,Univ A Coruña,1199,575,48.0
918,Spain,Univ La Laguna,1197,566,47.3
919,Egypt,Assiut Univ,1194,493,41.3
920,China,Southwest Univ Sci & Technol,1193,534,44.8
921,Spain,Univ Balearic Islands,1192,639,53.6
922,Poland,Med Univ Gdansk,1192,464,38.9
923,Brazil,Fed Univ Paraíba,1186,508,42.8
924,Brazil,Univ Fed Uberlândia,1186,485,40.9
925,Poland,Med Univ Lublin,1184,405,34.2
926,Turkey,Çukurova Univ,1184,434,36.7
927,Iran,Bu-Ali Sina Univ,1184,522,44.1
928,Iran,Payame Noor Univ,1179,473,40.2
929,China,Fujian Normal Univ,1179,545,46.2
930,China,Hubei Univ,1177,606,51.5
931,Netherlands,Tilburg Univ,1176,682,58.0
932,Czech Republic,Czech Univ Life Sci Prague,1174,444,37.8
933,Turkey,Sakarya Univ,1173,368,31.4
934,China,Lanzhou Univ Technol,1171,444,37.9
935,Italy,Univ Udine,1170,623,53.3
936,United Kingdom,Univ Greenwich,1170,695,59.4
937,Poland,Maria Curie-Sklodowska Univ,1165,419,35.9
938,China,Qufu Normal Univ,1164,656,56.3
939,United States,Binghamton Univ - SUNY,1161,571,49.2
940,Pakistan,Natl Univ Sci & Technol - Islamabad,1161,520,44.8
941,United Kingdom,City Univ London,1161,634,54.6
942,China,Xuzhou Med Coll,1161,533,45.9
943,United States,Old Dominion Univ,1161,553,47.6
944,Germany,Tech Univ Kaiserslautern,1161,585,50.4
945,Spain,Univ Girona,1160,645,55.6
946,Germany,Univ Lübeck,1157,588,50.8
947,Greece,Univ Crete,1157,601,52.0
948,Poland,Poznań Univ Technol,1151,505,43.9
949,Japan,Univ Toyama,1149,455,39.6
950,United States,Univ Rhode Island,1147,576,50.2
951,Turkey,Süleyman Demirel Univ,1144,400,34.9
952,India,Acad Sci & Innovat Res,1143,566,49.5
953,Mexico,Univ Aut Met,1142,405,35.4
954,China,Shanghai Normal Univ,1142,564,49.4
955,China,Xinjiang Univ,1141,499,43.7
956,Japan,Yamaguchi Univ,1139,388,34.1
957,France,Inst Natl Polytech Toulouse,1139,592,52.0
958,Canada,Univ Windsor,1137,540,47.5
959,Italy,Univ Salento,1134,560,49.4
960,Iran,Urmia Univ,1133,455,40.1
961,Italy,Univ Sassari,1132,535,47.3
962,China,Hangzhou Normal Univ,1130,541,47.9
963,Turkey,Selçuk Univ,1129,470,41.7
964,Brazil,Fed Univ Pelotas,1127,517,45.9
965,United States,Uniformed Services Univ Hlth Sci,1126,547,48.5
966,China,China Jiliang Univ,1122,514,45.8
967,Turkey,Bilkent Univ,1119,556,49.7
968,Australia,Univ New England,1116,535,47.9
969,China,Guangzhou Univ Chinese Med,1115,546,49.0
970,Turkey,Fırat Univ,1114,461,41.4
971,Brazil,Fed Univ Para,1110,416,37.5
972,Japan,Tokyo Metropolitan Univ,1108,391,35.3
973,Brazil,Londrina State Univ,1106,462,41.8
974,China,Heilongjiang Univ,1106,565,51.1
975,Spain,Univ Cádiz,1101,528,48.0
976,China,South Univ Sci & Technol China,1101,670,60.9
977,India,Jawaharlal Nehru Univ,1098,472,43.0
978,China,Shihezi Univ,1086,460,42.4
979,United Kingdom,Univ Hull,1082,586,54.1
980,Romania,Babeș-Bolyai Univ,1082,443,40.9
981,Spain,Miguel Hernández Univ,1081,494,45.7
982,China,Xinjiang Med Univ,1080,366,33.9
983,Algeria,Univ Sci Technol Houari Boumediene,1077,382,35.4
984,Japan,Yamagata Univ,1076,354,32.9
985,Slovenia,Univ Maribor,1076,480,44.7
986,Turkey,Samsun Ondokuz Mayis Univ,1075,352,32.7
987,United Kingdom,Univ Portsmouth,1073,562,52.4
988,Serbia,Univ Nis,1072,408,38.0
989,Japan,Shizuoka Univ,1066,395,37.0
990,United States,Univ Memphis,1066,500,47.0
991,United Kingdom,Univ Ulster,1061,561,52.9
992,Japan,Tottori Univ,1060,343,32.4
993,Jordan,Jordan Univ Sci & Technol,1059,401,37.8
994,China,Xi'an Univ Arch & Technol,1057,467,44.2
995,United Kingdom,Northumbria Univ,1056,579,54.8
996,Turkey,Bursa Uludağ Univ,1055,361,34.2
997,Switzerland,Univ Fribourg,1053,629,59.8
998,United States,Miami Univ,1045,490,46.9
999,New Zealand,Auckland Univ Technol,1044,513,49.2
1000,Iran,Babol Noshirvani Univ Technol,1040,570,54.8
1001,China,Tianjin Univ Technol,1038,503,48.4
1002,South Africa,Univ Free State,1036,433,41.8
1003,United Kingdom,Univ Essex,1035,556,53.7
1004,Malaysia,Univ Teknologi Petronas,1033,469,45.5
1005,Mexico,Autonomous Univ Nuevo Leon,1032,382,37.1
1006,Japan,Tokai Univ,1026,371,36.1
1007,Japan,Mie Univ,1023,357,34.9
1008,Jordan,Univ Jordan,1021,348,34.1
1009,China,Dalian Maritime Univ,1019,451,44.3
1010,United States,Univ Texas - El Paso,1017,492,48.4
1011,Spain,Rey Juan Carlos Univ,1016,517,50.9
1012,India,SRM Inst Sci & Technol,1015,461,45.4
1013,India,Guru Nanak Dev Univ,1013,505,49.8
1014,Canada,Univ New Brunswick,1013,458,45.2
1015,South Korea,Univ Sci & Technol,1012,461,45.6
1016,Colombia,Univ Antioquia,1011,440,43.5
1017,Taiwan,Feng Chia Univ,1011,399,39.5
1018,Spain,Univ Jaén,1010,462,45.8
1019,China,Kunming Med Univ,1009,428,42.4
1020,Brazil,Fed Univ Lavras,1009,410,40.6
1021,Egypt,Tanta Univ,1007,446,44.3
1022,Russia,Ural Fed Univ,1006,348,34.6
1023,China,Anhui Agr Univ,1002,470,46.8
1024,Russia,HSE Univ,1002,417,41.6
1025,Russia,Kazan (Volga region) Fed Univ,1001,371,37.1
1026,China,Anhui Normal Univ,997,440,44.1
1027,France,Univ Caen Normandy,997,509,51.0
1028,United Kingdom,Liverpool John Moores Univ,995,570,57.3
1029,United States,Portland State Univ,993,489,49.3
1030,France,Univ Sorbonne Paris Nord,992,519,52.4
1031,United States,Loma Linda Univ,986,511,51.9
1032,South Korea,Jeju Natl Univ,986,419,42.5
1033,United States,New Mexico State Univ,984,481,48.9
1034,United States,Florida Atlantic Univ,982,482,49.0
1035,China,Harbin Univ Sci & Technol,979,377,38.5
1036,China,China Three Gorges Univ,976,440,45.1
1037,Japan,Kyoto Prefect Univ Med,970,396,40.8
1038,Taiwan,Natl Taiwan Ocean Univ,970,341,35.2
1039,Turkey,Koç Univ,969,483,49.9
1040,United Kingdom,Bangor Univ,968,544,56.2
1041,Kuwait,Kuwait Univ,964,382,39.6
1042,United Kingdom,Open Univ,964,478,49.5
1043,United States,Univ Alaska - Fairbanks,963,467,48.5
1044,United Kingdom,Roy Holloway - Univ London,963,561,58.3
1045,France,Univ West Brittany,962,498,51.8
1046,Japan,Tokyo Women's Med Univ,957,396,41.4
1047,Turkey,Başkent Univ,955,262,27.5
1048,United States,New Jersey Inst Technol,951,504,53.0
1049,Poland,Poznań Univ Life Sci,949,363,38.2
1050,Australia,Victoria Univ - Melbourne,949,503,53.0
1051,Japan,Nagoya Inst Technol,947,300,31.6
1052,India,Annamalai Univ,947,444,46.9
1053,Brazil,Univ Fed Espírito Santo,945,379,40.1
1054,Poland,Univ Life Sci Lublin,944,304,32.2
1055,Japan,Yokohama Natl Univ,942,357,37.9
1056,Luxembourg,Univ Luxembourg,942,543,57.6
1057,Taiwan,Chung Shan Med Univ,940,432,45.9
1058,South Korea,Seoul Ntl Univ Sci & Technol,939,382,40.6
1059,China,Shanghai Ocean Univ,938,403,42.9
1060,Spain,Univ Las Palmas Gran Canaria,938,422,45.0
