University,Country,Total Score,Setting & Infrastructure,Energy & Climate Change,Waste,Water,Transportation,Education & Research,Rank
Scuola Normale Superiore di Pisa,Italy,3300,641,509,1002,230,751,167,400
Al-Aqsa University,Palestine,3294,807,708,249,150,862,518,401
Ludwig Maximilians Universitat Munchen,Germany,3292,1058,421,1026,50,549,188,402
Pontificia Universidade Catolica de Campinas,Brazil,3281,892,283,699,200,729,478,403
Kainan University,Taiwan,3280,671,496,801,290,561,461,404
University of Southern Brittany,France,3273,572,773,498,245,511,674,405
Saint Petersburg State University,Russia,3269,818,732,498,340,708,173,406
Universidad La Gran Colombia,Colombia,3261,239,811,951,125,755,380,407
Ukrainian Academy of Banking,Ukraine,3229,734,700,651,425,403,316,408
Minia University,Egypt,3222,685,595,300,140,556,946,409
Akhmet Yassawi University,Kazakhstan,3221,992,287,498,380,751,313,410
Universitas Jember,Indonesia,3219,637,869,498,85,533,597,411
Karabuk Universitesi,Turkey,3217,565,445,450,195,853,709,412
Politecnico Grancolombiano,Colombia,3189,567,316,1176,270,786,74,413
University of Miskolc,Hungary,3173,890,689,249,30,805,510,414
Indian Institute of Management Ahmedabad,India,3171,944,668,549,140,495,375,415
University of Texas Rio Grande Valley,United States,3170,658,336,525,165,865,621,416
Universitas Surabaya,Indonesia,3169,669,751,549,140,806,254,417
Universitat de les Illes Balears,Spain,3163,796,496,624,404,551,292,418
University at Bialystok,Poland,3158,821,398,849,400,453,237,419
University of Baghdad,Iraq,3156,480,488,324,485,603,776,420
Amman Arab University,Jordan,3151,558,764,975,350,251,253,421
Universitas Tanjungpura,Indonesia,3134,817,505,498,275,508,531,422
Odessa State Polytechnic University,Ukraine,3132,954,532,1050,220,252,124,423
North Carolina Central University,United States,3132,540,393,825,301,705,367,424
Universidad de La Laguna,Spain,3131,605,342,975,271,738,200,425
Hashemite University,Jordan,3125,1083,550,699,205,349,239,426
University of Crete,Greece,3124,807,486,999,230,399,203,427
Universidade Estadual de Maringa,Brazil,3120,751,298,975,350,349,397,428
Universitas Terbuka,Indonesia,3118,677,565,798,170,452,456,429
Stockholm University,Sweden,3116,658,222,1200,200,301,535,430
University of Tehran,Iran,3108,196,386,1152,200,751,423,431
Rezekne Higher School,Latvia,3097,353,1070,852,225,451,146,432
Universit degli Studi di Milano Bicocca,Italy,3097,536,520,498,60,860,623,433
Mykolas Romeris University,Lithuania,3084,821,313,798,200,402,550,434
International Islamic University Islamabad,Pakistan,3049,685,755,99,275,799,436,435
Kilis 7 Aralik University,Turkey,3022,379,677,825,150,852,139,436
Minin University,Russia,3018,792,412,699,105,737,273,437
Westminster College Fulton,United States,3014,774,512,675,325,579,149,438
Universitas Pembangunan Nasional Veteran Yogyakarta,Indonesia,3000,812,558,573,150,344,563,439
Universidad Centroamericana Jose Simeon Canas,Elsavador,3000,677,462,474,102,634,650,440
Universidad Tecnologica Metropolitana,Chile,2993,348,521,750,170,704,500,441
American University of Beirut,Lebanon,2983,281,265,924,245,750,518,442
Islamic Science University of Malaysia,Malaysia,2982,1035,407,600,140,481,319,443
University of Macedonia,Greece,2945,182,605,1101,105,806,146,444
Voronezh State Technical University,Russia,2939,826,273,699,140,456,545,445
Yogyakarta State University,Indonesia,2916,725,431,723,140,682,215,446
Mindanao State University Iligan Institute of Technology,Philippines,2907,519,635,600,75,408,670,447
Kyrgyz Turkish Manas University,Kyrgyzstan,2903,1010,185,474,145,853,236,448
Texas Southern University,United States,2891,811,195,726,425,459,275,449
Universidad de Medellin,Colombia,2889,783,441,549,245,256,615,450
Universitas Maritim Raja Ali Haji,Indonesia,2889,851,901,324,180,465,168,451
University of Education Winneba,Ghana,2881,684,660,375,470,606,86,452
Daffodil International University,Bangladesh,2879,567,461,99,660,667,425,453
Tamkang University,Taiwan,2863,604,427,498,220,400,714,454
Universitas Negeri Manado,Indonesia,2840,681,721,0,300,451,687,455
University of Sri Jayewardenepura,Sri Lanka,2829,375,524,573,320,400,637,456
University of Calcutta,India,2810,630,430,399,220,351,780,457
Gunadarma University,Indonesia,2766,579,708,825,125,351,178,458
Burapha University,Thailand,2758,791,124,324,115,1153,251,459
Guru Nanak Dev Engineering College,India,2755,768,798,249,120,682,138,460
Universidad Central de Venezuela,Venezuela,2751,471,523,249,290,701,517,461
Universitas Muhammadiyah Surakarta,Indonesia,2748,512,638,348,75,803,372,462
Polish Japanese Institute of Information Technology in Warsaw,Poland,2705,696,344,375,370,916,4,463
Selcuk Universitesi,Turkey,2685,374,263,876,50,950,172,464
Universidad de Jaen,Spain,2672,267,312,825,275,504,489,465
Instituto Politecnico de Santarem,Portugal,2653,557,517,675,30,400,474,466
Atma Jaya Yogyakarta University,Indonesia,2649,521,602,198,75,352,901,467
Government College of Engineering Pune,India,2646,701,893,399,215,402,35,468
Agricultural University of Cracow,Poland,2615,524,685,399,210,249,548,469
Universitas Negeri Malang,Indonesia,2603,723,512,423,330,404,211,470
University of Trnava,Slovenia,2587,471,650,801,0,301,364,471
Obudai Egyetem,Hungary,2585,405,698,699,150,405,228,472
Celal Bayar University,Turkey,2584,764,100,699,230,452,339,473
Indira Gandhi National Open University,India,2550,791,360,399,200,749,51,474
National Taiwan University of Arts,Taiwan,2516,292,109,951,250,533,381,475
Tadeusz Kosciuszko Cracow University of Technology,Poland,2506,1101,292,249,230,420,213,476
Universite Cadi Ayyad,Marocco,2499,526,191,249,190,699,644,477
Universidad Metropolitana Caracas,Venezuela,2476,730,540,699,95,251,160,478
Altai State Technical University,Russia,2474,324,241,249,180,705,775,479
Russian Presidential Academy of National Economy and Public Administration,Russia,2412,841,187,651,182,453,98,480
Dr Hari Singh Gour University Sagar University,India,2385,560,631,498,120,437,138,481
Universite de Valenciennes et du Hainaut Cambresis,France,2373,1039,101,300,230,479,224,482
Cyprus University of Technology,Cyprus,2335,322,346,498,32,717,419,483
Izmir University of Economics,Turkey,2331,517,543,498,90,603,80,484
Universitas Pancasila,Indonesia,2330,909,287,348,315,170,300,485
Panjab University,India,2287,367,318,399,170,464,569,486
Universitas Tarumanagara,Indonesia,2282,316,315,450,180,301,720,487
Universitas Pelita Harapan,Indonesia,2257,568,481,600,146,351,111,488
Universidad de Cartagena,Colombia,2223,379,349,324,0,558,613,489
Universitas Samudera,Indonesia,2208,795,882,99,120,251,61,490
Universita degli Studi di Macerata,Italy,2192,612,204,249,30,460,637,491
Universidade Federal de Pernambuco,Brazil,2191,722,250,249,275,551,144,492
Airlangga University,Indonesia,2186,352,124,576,40,670,424,493
Vidzeme University of Applied Sciences,Latvia,2173,331,91,774,273,555,149,494
Damascus University,Turkey,2154,358,84,549,200,557,406,495
Universidad Nacional del Sur,Argentina,2130,480,81,549,30,655,335,496
Polytechnic of Namibia,Namibia,2123,156,324,450,275,252,666,497
University of Karachi,Pakistan,2114,591,260,249,275,358,381,498
Universitas Islam Negeri Maulana Malik Ibrahim Malang,Indonesia,2089,161,637,300,0,455,536,499
Petra Christian University,Indonesia,2070,428,489,348,320,327,158,500
Universitas Negeri Padang,Indonesia,2070,305,214,324,330,363,534,501
Uzhhorod National University,Ukraine,2055,576,380,399,40,400,260,502
Thaksin University,Thailand,2037,178,455,399,46,514,445,503
University of South Africa,South Africa,2036,462,273,1251,0,50,0,504
University of Tlemcen,Algeria,2014,603,320,0,0,899,192,505
Universitas Lambung Mangkurat,Indonesia,1957,643,515,249,0,550,0,506
Universidad Autonoma del Caribe,Colombia,1925,495,92,249,42,789,258,507
Instituto Nacional de Antropologia e Historia,Mexico,1876,77,120,624,75,623,357,508
Universitas Islam Negeri Sumatera Utara Medan,Indonesia,1750,328,388,498,75,401,60,509
Universitas Khairun,Indonesia,1679,518,444,423,0,250,44,510
Astrakhan State University,Russia,1631,235,368,198,30,400,400,511
University of Latvia,Latvia,1603,1339,214,0,0,50,0,512
College of Management Academic Studies,Israel,1597,363,255,423,0,250,306,513
Russian State Vocational Pedagogical University,Russia,1505,332,160,249,75,481,208,514
Tra Vinh University,Vietnam,1048,433,340,225,0,50,0,515
Universidad Central de Nicaragua,Nicaragua,805,475,53,225,0,50,2,516
