University,Country,Total Score,Setting & Infrastructure,Energy & Climate Change,Waste,Water,Transportation,Education & Research,Rank
Universita` degli Studi di Perugia,Italy,4055,898,814,774,245,713,611,393
Bartin Universite,Turkey,4051,914,1016,774,200,613,534,394
Radboud University,Netherland,4050,583,478,1302,320,713,654,395
Don State Technical University,Russia,4030,571,1063,999,340,863,194,396
MacEwan College,Canada,4029,623,391,1275,235,611,894,397
Okayama University,Japan,4028,1036,812,1026,400,513,241,398
University of Hradec Kralove,Czech,4023,750,850,1128,100,1013,182,399
Vigo University,Spain,4018,723,590,1152,150,661,742,400
University of Nova Gorica,Slovenia,4007,854,651,1152,230,513,607,401
Walailak University,Thailand,4001,783,783,774,360,563,738,402
Volgograd State University,Russia,3995,536,957,873,295,863,471,403
Universitas Pelita Harapan,Indonesia,3994,712,509,999,445,862,467,404
Derzhavin Tambov State University,Russia,3989,422,771,951,180,963,702,405
Suleyman Demirel University Turkey,Turkey,3970,615,993,801,220,912,429,406
Universidad Austral de Chile,Chile,3961,569,631,1101,140,712,808,407
Universidad Central de Venezuela,Venezuela,3952,658,420,900,250,813,911,408
Texas Southern University,United States,3939,720,642,1101,575,613,288,409
Tilburg University,Netherland,3934,582,774,1326,100,663,489,410
Jacksonville University,United States,3930,939,479,900,230,463,919,411
Technical University of Crete,Greece,3927,666,1093,876,90,713,489,412
Universidade de Aveiro,Portugal,3923,618,694,1101,346,663,501,413
University of Tehran,Iran,3919,520,389,1125,375,963,547,414
Gandhi Institute of Technology and Management (GITAM),India,3916,552,971,573,585,811,424,415
University of Pardubice,Czech,3913,753,833,1176,230,513,408,416
Universidad de Granada,Spain,3910,411,651,1251,300,513,784,417
Kakatiya University,India,3907,693,1114,597,570,461,472,418
Canadian Memorial Chiropractic College,Canada,3892,409,804,1401,380,663,235,419
Stockholm University,Sweden,3885,639,311,1500,400,563,472,420
University of Tokushima,Japan,3879,756,798,849,370,563,543,421
City College of San Francisco,United States,3873,627,503,1074,445,511,713,422
Kazakh National Agriculture University,Kazakhstan,3872,725,882,876,290,713,386,423
Universidad Sergio Arboleda,Colombia,3866,370,645,1302,384,612,553,424
Universidad Autonoma Metropolitana,Mexico,3858,657,710,924,412,561,594,425
Yildiz Technical University,Turkey,3850,654,520,927,550,912,287,426
Bilkent University,Turkey,3840,1023,376,951,230,813,447,427
National Chiao Tung University,Taiwan,3829,738,262,1026,670,612,521,428
Technische Universitat Dresden,Germany,3827,565,534,1227,275,811,415,429
The University of Lahore,Pakistan,3822,431,1094,801,340,1013,143,430
Universiti Malaysia Terengganu,Malaysia,3822,651,604,849,202,1012,504,431
Rider University,United States,3810,576,632,951,245,913,493,432
University of Jeddah,Saudi Arabia,3780,719,831,774,350,811,295,433
HungKuang University,Taiwan,3777,556,656,672,470,761,662,434
Ondokuz Mayis University,Turkey,3776,704,429,873,380,1063,327,435
Bennett College,United States,3760,655,785,774,370,761,415,436
Universitas Lampung,Indonesia,3759,693,984,597,335,562,588,437
Universidad del Valle,Colombia,3752,921,657,900,400,463,411,438
Feng Chia University,Taiwan,3728,585,1149,675,171,713,435,439
University of Miskolc,Hungary,3715,771,875,675,50,562,782,440
University of Agricultural Sciences and Veterinary Medicine Cluj Napoca,Romania,3711,687,916,675,245,813,375,441
Nakhon Ratchasima Rajabhat University,Thailand,3701,546,900,774,202,511,768,442
Universidad Centroamericana Jose Simeon Canas,El Salvador,3695,690,809,825,327,713,331,443
Universidad de Medellin,Colombia,3680,720,745,750,425,312,728,444
Hashemite University,Jordan,3673,890,1267,648,250,361,257,445
Saratov State University,Russia,3671,507,514,1077,200,763,610,446
European University Cyprus,Cyprus,3664,392,1278,825,250,513,406,447
Yogyakarta State University,Indonesia,3654,609,678,822,200,1012,333,448
Thaksin University,Thailand,3652,693,980,549,255,513,662,449
Universidad Industrial de Santander,Colombia,3651,745,774,876,150,763,343,450
Duzce University,Turkey,3627,701,696,549,520,812,349,451
University of Sharjah,Uni Arab Emirates,3626,668,334,873,320,811,620,452
Azerbaijan University of Architecture and Construction,Azerbaijan,3623,686,896,498,411,612,520,453
Tver State University,Russia,3618,737,515,849,340,863,314,454
Universitas Syiah Kuala,Indonesia,3615,580,1037,597,190,963,248,455
Taipei Medical University,Taiwan,3609,466,461,1203,340,661,478,456
United Arab Emirates University,Uni Arab Emirates,3607,708,338,1149,275,711,426,457
Kyrgyz Turkish Manas University,Kyrgyzstan,3602,1011,301,525,45,813,907,458
Alzahra University,Iran,3596,464,940,951,145,711,385,459
fairfield University,Hungary,3594,922,647,774,265,563,423,460
Kainan University,Taiwan,3589,684,505,1101,290,561,448,461
Universidade Federal de Santa Catarina,Brazil,3577,537,447,951,200,711,731,462
University of Dhaka,Bangladesh,3575,765,1057,672,176,711,194,463
Poltava National Technical Yuri Kondratyuk University,Ukraine,3573,568,706,651,350,713,585,464
Universidade Federal de Itajuba,Brazil,3572,854,601,801,275,411,630,465
Universitat de les Illes Balears,Spain,3568,791,647,825,404,561,340,466
Penza State University,Russia,3541,627,587,750,250,963,364,467
Universitas Teuku Umar,Indonesia,3525,845,825,624,47,463,721,468
Inonu University Malatya,Turkey,3513,781,934,726,255,411,406,469
Universitas Bengkulu,Indonesia,3512,812,974,672,205,563,286,470
Madonna University,United States,3489,821,973,978,100,262,355,471
Christian Medical College Vellore,India,3487,710,737,1125,150,361,404,472
Universitas Surabaya,Indonesia,3484,705,905,498,300,813,263,473
University of the Virgin Islands,United States,3478,901,590,699,115,863,310,474
Chienkuo Technology University,Taiwan,3471,638,672,1401,77,511,172,475
Universidade Federal de Sao Paulo UNIFESP,Brazil,3465,699,642,648,550,613,313,476
Universiti Tun Hussein Onn Malaysia,Malaysia,3460,738,514,849,300,561,498,477
Universidade Federal Do Abc Ufabc,Brazil,3447,472,777,423,475,863,437,478
Islamic University College,Iraq,3435,604,393,999,330,911,198,479
Tadeusz Kosciuszko Cracow University of Technology,Poland,3430,373,803,750,230,863,411,480
Universita degli Studi Mediterranea di Reggio Calabria,Italy,3428,686,815,675,30,913,309,481
Universitas Terbuka,Indonesia,3426,786,849,747,170,461,413,482
North Carolina Central University,United States,3425,533,489,951,305,713,434,483
Universidad La Gran Colombia,Colombia,3378,705,650,699,215,711,398,484
Lahore University of Management Sciences,Pakistan,3376,679,957,498,350,763,129,485
University of Baghdad,Iraq,3371,703,699,423,315,713,518,486
Hasanuddin University,Indonesia,3369,693,802,447,425,812,190,487
Tomsk State University of Architecture and Building,Russia,3365,696,860,774,175,411,449,488
Rezekne Higher School,Latvia,3361,510,1148,849,175,463,216,489
Daugavpils University,Latvia,3356,762,785,549,120,463,677,490
Saint Petersburg State University,Russia,3355,916,695,522,340,713,169,491
Azerbaijan State University of Economics,Turkey,3346,629,521,1101,175,411,509,492
Universitas Sanata Dharma,Indonesia,3341,612,547,975,285,511,411,493
Budapest University of Technology and Economics,Hungary,3340,454,792,876,100,863,255,494
Westminster College Fulton,United States,3336,768,670,726,325,562,285,495
Foundation University,Philippines,3333,412,968,750,170,711,322,496
SVU,Egypt,3332,555,565,774,264,713,461,497
Voronezh State Technical University,Russia,3331,727,642,747,140,463,612,498
University of Crete,Greece,3330,868,574,1050,230,411,197,499
Taiwan Hospitality & Tourism College,Taiwan,3317,768,793,675,385,511,185,500
University of Debrecen,Hungary,3314,568,389,1074,180,612,491,501
Corvinus University of Budapest,Hungary,3312,710,637,651,340,613,361,502
Agricultural University of Cracow,Poland,3309,696,711,525,330,461,586,503
Universidad Autonoma del Caribe,Colombia,3305,616,575,726,50,862,476,504
Universitas Medan Area,Indonesia,3294,418,859,597,340,262,818,505
Universidad Autonoma de Tamaulipas,Mexico,3271,370,511,501,125,861,903,506
Odessa State Polytechnic University,Ukraine,3256,797,637,1026,220,412,164,507
Ludwig Maximilians Universitat Munchen,Germany,3252,1035,493,1152,50,361,161,508
Kilis 7 Aralk University / December 7 University of Kilis,Turkey,3248,493,723,876,150,862,144,509
Universitas Bangka Belitung,Indonesia,3234,846,823,273,95,411,786,510
University of Karachi,Pakistan,3228,729,660,498,275,661,405,511
Universitas Jember,Indonesia,3209,675,869,624,85,513,443,512
Universitas Negeri Surabaya,Indonesia,3207,510,617,828,360,361,531,513
Universidad del Magdalena,Colombia,3201,646,725,648,145,361,676,514
Universitas Pancasila,Indonesia,3190,699,759,597,375,613,147,515
Universidad Tecnica Federico Santa Maria,Chile,3181,468,632,648,380,763,290,516
University of South Africa,South Africa,3174,660,565,1227,82,361,279,517
West University of Timisoara,Romania,3152,557,642,675,145,962,171,518
Karabuk University,Turkey,3132,515,458,576,195,863,525,519
Pontificia Universidad Catolica de Chile,Chile,3127,638,492,576,180,713,528,520
Islamic Science University of Malaysia,Malaysia,3104,824,492,624,170,611,383,521
Universitas Sriwijaya,Indonesia,3102,866,718,423,255,412,428,522
University Petru Maior,Romania,3082,415,700,549,250,613,555,523
Mindanao State University Iligan Institute of Technology,Philippines,3077,415,568,774,205,763,352,524
Universitas Pembangunan Nasional Veteran Yogyakarta,Indonesia,3077,622,716,522,150,463,604,525
Selcuk University,Turkey,3073,455,274,1176,50,863,255,526
Islamic University of Gaza,Palestine,3043,499,542,699,295,411,597,527
Altai State Technical University,Russia,3033,555,397,549,180,713,639,528
Universidad de La Laguna,Spain,3031,396,582,750,246,511,546,529
University of Southern Brittany,France,3027,537,698,624,245,511,412,530
University of Education Winneba,Egypt,3024,549,759,474,420,663,159,531
American University of Beirut,Lebanon,3013,448,389,951,245,462,518,532
Ukrainian Academy of Banking,Ukraine,3007,615,710,525,425,411,321,533
Pontificia Universidade Catolica do Campinas,Brazil,3001,690,709,624,60,711,207,534
Universitas Maritim Raja Ali Haji,Indonesia,3000,904,931,348,180,462,175,535
Universidad Tecnologica de Panama,Panama,2988,681,698,447,170,411,581,536
Universitas Negeri Manado,Indonesia,2986,746,790,0,180,461,809,537
Universitas Muhammadiyah Surakarta,Indonesia,2973,467,790,447,75,811,383,538
Instituto Politecnico de Santarem,Portugal,2969,686,534,774,30,411,534,539
Universitas Sam Ratulangi,Indonesia,2956,706,719,249,250,813,219,540
Guru Nanak Dev Engineering College,India,2947,739,798,273,120,711,306,541
Jawaharlal Institute of Postgraduate Medical Education & Research,India,2929,886,834,348,75,663,123,542
Universitas Tanjungpura,Indonesia,2924,800,635,522,95,511,361,543
Universidad de Pamplona,Colombia,2906,493,351,552,320,562,628,544
Indian Institute of Management Ahmedabad,India,2899,746,651,573,140,411,378,545
International Islamic University of Malaysia,Malaysia,2884,730,367,525,295,713,254,546
Universite de Monastir,Tunisia,2872,624,630,423,385,512,298,547
Greifswald University,Germany,2864,675,494,699,150,463,383,548
Gunadarma University,Indonesia,2841,610,708,876,125,361,161,549
Cyprus University of Technology,Cyprus,2836,352,584,699,32,711,458,550
Vidzeme University of Applied Sciences,Latvia,2831,379,548,975,273,463,193,551
Universitas Halu Oleo,Indonesia,2823,734,853,348,256,361,271,552
International Islamic University Islamabad,Pakistan,2818,727,755,198,275,411,452,553
Universiti Malaysia Perlis,Malaysia,2817,863,481,0,150,713,610,554
Government College of Engineering Pune,India,2801,675,922,450,215,411,128,555
National Taiwan University of Arts,Taiwan,2791,544,255,825,250,513,404,556
Integral University,India,2787,658,678,99,160,812,380,557
Irkutsk State Technical University,Russia,2779,658,667,174,546,411,323,558
University of Kwazulu Natal,South Africa,2776,501,351,549,230,711,434,559
Swedish Defence University,Sweden,2764,341,425,801,250,763,184,560
Universidad Autonoma de la Ciudad de Mexico,Mexico,2758,602,579,348,385,562,282,561
University of Trnava,Slovenia,2757,478,648,927,0,312,392,562
University at Bialystok / Uniwersytet w Biaymstoku,Poland,2742,473,343,774,400,463,289,563
Valaya Alongkorn Rajabhat University Under the Royal Patronage,Thailand,2721,778,702,447,170,361,263,564
Universitas Negeri Malang,Indonesia,2718,559,683,447,330,411,288,565
Atma Jaya Yogyakarta University,Indonesia,2718,628,667,297,75,361,690,566
Universite de Valenciennes et du Hainaut Cambresis,France,2701,773,296,399,230,511,492,567
University of Tourism and Management in Skopje,Macedonia,2692,530,751,549,0,513,349,568
Celal Bayar University,Turkey,2688,602,191,723,230,561,381,569
Burapha University,Thailand,2682,727,350,423,95,863,224,570
Immanuel Kant State University of Russia (Kaliningrad State University),Russia,2679,656,290,423,295,513,502,571
Anadolu University,Turkey,2676,540,273,774,298,661,130,572
Polish Japanese Institute of Information Technology in Warsaw,Poland,2664,576,504,474,370,611,129,573
Amman Arab University,Jordan,2655,495,812,726,170,312,140,574
University of Calcutta,India,2653,618,592,498,220,362,363,575
Gulbarga University,India,2645,672,646,324,95,663,245,576
Universitas Pelita Harapan,Indonesia,2635,603,742,624,146,361,159,577
Minia University,Egypt,2627,577,544,324,180,561,441,578
Universidad Tecnologica Metropolitana,Chile,2623,341,696,726,50,312,498,579
Sekolah Tinggi Teknik Malang,Indonesia,2589,355,1089,198,80,362,505,580
Universidad Nacional del Sur,Argentina,2576,562,265,675,110,663,301,581
NARXOZ University,Kazakhstan,2570,593,572,450,0,513,442,582
Petra Christian University,Indonesia,2552,575,607,549,320,361,140,583
Universitas PGRI Ronggolawe,Indonesia,2550,432,650,174,140,763,391,584
University of Sri Jayewardenepura,Sri Lanka,2548,382,376,447,275,411,657,585
Mykolas Romeris University,Lithuania,2526,717,172,849,50,463,275,586
Universitas Tarumanagara,Indonesia,2512,519,344,549,180,312,608,587
Polytechnic of Namibia,Namibia,2511,341,352,651,275,262,630,588
Universite Cadi Ayyad,Marocco,2498,378,203,348,190,663,716,589
Universitas Negeri Padang,Indonesia,2490,375,290,423,330,462,610,590
Instituto Nacional de Antropologia e Historia,Mexico,2489,341,406,648,75,612,407,591
Obuda University (Budapest Polytechnic),Hungary,2474,389,680,648,150,411,196,592
Panjab University,India,2468,427,451,498,170,463,459,593
Indira Gandhi National Open University,India,2466,645,361,348,200,761,151,594
Universita di Macerata (Universita degli Studi di Macerata),Italy,2452,459,564,273,30,411,715,595
Damascus University,Turkey,2445,368,301,573,200,562,441,596
Dr Hari Singh Gour University Sagar University,India,2443,524,719,423,120,461,196,597
Universidade Federal de Pernambuco,Brazil,2433,722,384,450,135,562,180,598
Astrakhan State University,Russia,2432,501,583,297,30,612,409,599
Izmir University of Economics,Turkey,2424,456,527,597,90,613,141,600
Russian Presidential Academy of National Economy and Public Administration,Russia,2408,741,201,675,182,461,148,601
Universitas Samudera,Indonesia,2373,676,750,198,100,262,387,602
Universidad Metropolitana Caracas,Venezuela,2345,540,610,498,250,262,185,603
Universitas Lambung Mangkurat,Indonesia,2222,586,603,348,0,562,123,604
New Jersey City University,United States,2209,504,152,801,10,612,130,605
University of Latvia,Latvia,2208,1099,301,249,120,262,177,606
Universidad de Cartagena,Colombia,2147,478,291,825,0,262,291,607
Universitas Islam Negeri Maulana Malik Ibrahim Malang,Indonesia,2106,415,524,324,100,463,280,608
Universitas Islam Negeri Sumatera Utara Medan,Indonesia,2097,398,376,522,75,411,315,609
Universitas Khairun,Indonesia,2047,494,576,423,160,262,132,610
Russian State Vocational Pedagogical University,Russia,2041,350,649,273,75,411,283,611
Universitas Pendidikan Ganesha (UNDIKSHA),Indonesia,1991,417,643,99,50,411,371,612
Uzhhorod National University,Ukraine,1877,544,376,348,40,262,307,613
Universite Abou Bekr Belkaid Tlemcen,Algeria,1805,477,394,0,0,711,223,614
Politeknik Negeri Malang,Indonesia,1756,437,739,0,40,411,129,615
Universidad Central de Nicaragua,Nicaragua,1730,458,227,324,200,361,160,616
Tamil Nadu Dr M G R Medical University,India,1651,341,301,174,450,262,123,617
Ivan Franko National University of Lviv,Ukraine,1522,411,301,99,0,262,449,618
Universitas Muria Kudus,Indonesia,1413,443,131,348,10,262,219,619
